"scu_id","mean_hgt_m","estimated_floor_count","mean_f2f_m","mean_f2f_m_epc"
52401124330008,5.16,2,2.5800000000000000,
52401124330009,6.04,2,3.0200000000000000,
52401124330010,5.59,2,2.7950000000000000,
52401124330012,4.24,1,4.2400000000000000,
52401124330014,5.36,2,2.6800000000000000,
52401124330015,1.30,1,1.30000000000000000000,
52401124330016,5.99,2,2.9950000000000000,
52401124330017,5.92,2,2.9600000000000000,
52401124330018,6.00,2,3.0000000000000000,
52401124330019,5.09,2,2.5450000000000000,
52401124330020,2.67,1,2.6700000000000000,
52401124330021,5.23,2,2.6150000000000000,
52401124330026,5.84,2,2.9200000000000000,2.6000000000000000
52401124330028,3.78,1,3.7800000000000000,
52401124330029,6.48,2,3.2400000000000000,
52401124330030,6.02,2,3.0100000000000000,2.7700000000000000
52401124330031,6.04,2,3.0200000000000000,2.1100000000000000
52401124330032,6.41,2,3.2050000000000000,2.5000000000000000
52401124330033,5.08,2,2.5400000000000000,2.7200000000000000
52401124330035,5.45,2,2.7250000000000000,
52401124330036,4.64,4,1.16000000000000000000,
52401124330037,4.36,1,4.3600000000000000,2.3300000000000000
52401124330038,4.38,1,4.3800000000000000,
52401124330039,4.25,1,4.2500000000000000,
52401124330040,5.91,2,2.9550000000000000,
52401124330041,4.06,1,4.0600000000000000,2.4500000000000000
52401124330042,4.96,2,2.4800000000000000,
52401124330044,6.02,2,3.0100000000000000,2.3600000000000000
52401124330046,5.62,2,2.8100000000000000,
52401124410001,32.30,1,32.3000000000000000,
52401124410002,29.63,1,29.6300000000000000,
52401124410003,16.40,6,2.7333333333333333,
52401124410005,14.93,5,2.9860000000000000,
52401124410007,15.33,5,3.0660000000000000,
52401124410009,14.60,1,14.6000000000000000,
52401124410011,21.59,6,3.5983333333333333,
52401124410019,14.69,1,14.6900000000000000,
52401124410020,15.41,1,15.4100000000000000,
52401124410021,15.99,1,15.9900000000000000,
52401124410023,16.32,1,16.3200000000000000,
52401124410024,16.45,3,5.4833333333333333,
52401124410026,14.93,5,2.9860000000000000,
52401124420002,3.72,1,3.7200000000000000,
52401124510001,6.85,3,2.2833333333333333,
52401124530001,9.01,3,3.0033333333333333,2.8400000000000000
52401125510001,10.94,4,2.7350000000000000,
52401125510002,5.84,2,2.9200000000000000,
52401125530001,5.87,2,2.9350000000000000,2.3900000000000000
52401125530002,5.59,2,2.7950000000000000,2.4000000000000000
52401125530003,4.35,1,4.3500000000000000,2.2300000000000000
52401125530004,8.19,2,4.0950000000000000,2.3600000000000000
52401125530005,5.98,2,2.9900000000000000,
52401125530006,6.48,2,3.2400000000000000,
52401125530007,6.14,2,3.0700000000000000,
52401125530008,6.11,2,3.0550000000000000,2.3800000000000000
52401125530009,6.30,2,3.1500000000000000,
52401125530010,6.73,2,3.3650000000000000,
52401125530011,6.51,2,3.2550000000000000,
52401125530012,5.54,2,2.7700000000000000,2.4000000000000000
52401125530013,6.15,2,3.0750000000000000,
52401125530014,6.71,2,3.3550000000000000,
52401125530015,4.65,1,4.6500000000000000,2.3800000000000000
52401125530016,5.86,2,2.9300000000000000,
52401125530017,7.77,2,3.8850000000000000,2.4200000000000000
52401125530018,8.21,3,2.7366666666666667,2.3600000000000000
52401125530019,11.91,4,2.9775000000000000,2.4078571428571429
52401125530020,5.98,2,2.9900000000000000,
52401125530021,6.04,2,3.0200000000000000,
52401125530022,6.78,2,3.3900000000000000,2.7000000000000000
52401125530023,27.65,10,2.7650000000000000,2.3018518518518519
52401125530024,6.55,2,3.2750000000000000,
52401125530025,5.03,1,5.0300000000000000,
52401125530026,8.23,2,4.1150000000000000,2.3180000000000000
52401125530027,5.60,2,2.8000000000000000,
52401125530028,6.48,2,3.2400000000000000,2.6000000000000000
52401125530029,5.67,2,2.8350000000000000,
52401125530030,6.85,2,3.4250000000000000,2.6400000000000000
52401125530031,5.65,2,2.8250000000000000,
52401125530032,5.69,2,2.8450000000000000,2.6000000000000000
52401125530033,8.02,3,2.6733333333333333,2.3080000000000000
52401125530034,6.31,2,3.1550000000000000,
52401125530035,5.49,2,2.7450000000000000,
52401126210001,7.74,2,3.8700000000000000,
52401126210002,6.41,2,3.2050000000000000,
52401126210003,5.24,2,2.6200000000000000,
52401126210004,7.60,2,3.8000000000000000,2.5700000000000000
52401126210005,7.07,2,3.5350000000000000,
52401126210006,7.38,2,3.6900000000000000,
52401126210007,7.34,2,3.6700000000000000,
52401126220001,5.57,2,2.7850000000000000,
52401126230001,5.31,2,2.6550000000000000,
52401126230002,6.49,2,3.2450000000000000,
52401126230003,5.50,2,2.7500000000000000,
52401126230004,6.25,2,3.1250000000000000,2.7000000000000000
52401126230005,5.75,2,2.8750000000000000,
52401126230006,5.37,2,2.6850000000000000,2.5000000000000000
52401126230007,5.79,2,2.8950000000000000,
52401126230008,5.99,2,2.9950000000000000,
52401126230009,6.27,2,3.1350000000000000,
52401126230010,6.15,2,3.0750000000000000,
52401126230011,6.23,2,3.1150000000000000,2.7000000000000000
52401126230012,6.09,2,3.0450000000000000,2.5200000000000000
52401126230013,5.80,2,2.9000000000000000,
52401126230014,6.28,2,3.1400000000000000,
52401126230015,5.92,2,2.9600000000000000,
52401126230016,5.89,2,2.9450000000000000,
52401126230017,5.91,2,2.9550000000000000,2.5200000000000000
52401126230018,5.79,2,2.8950000000000000,
52401126230019,5.92,2,2.9600000000000000,
52401126230020,5.67,2,2.8350000000000000,
52401126230021,6.22,2,3.1100000000000000,2.7000000000000000
52401126230022,7.29,2,3.6450000000000000,2.4000000000000000
52401126230023,6.23,2,3.1150000000000000,
52401126230024,6.01,2,3.0050000000000000,2.6000000000000000
52401126230025,6.23,2,3.1150000000000000,
52401126230026,5.75,2,2.8750000000000000,2.6000000000000000
52401126230027,5.45,2,2.7250000000000000,
52401126230028,6.32,2,3.1600000000000000,2.3900000000000000
52401126230029,6.30,2,3.1500000000000000,
52401126230030,6.38,2,3.1900000000000000,
52401126230031,5.59,2,2.7950000000000000,2.6000000000000000
52401126310001,6.17,2,3.0850000000000000,2.6400000000000000
52401126330001,5.90,2,2.9500000000000000,
52401126330002,9.29,3,3.0966666666666667,2.6000000000000000
52401126330003,9.17,2,4.5850000000000000,
52401126330004,5.97,2,2.9850000000000000,
52401126330005,6.74,2,3.3700000000000000,2.7300000000000000
52401126330006,6.18,2,3.0900000000000000,
52401126330007,5.91,2,2.9550000000000000,
52401126330008,9.22,3,3.0733333333333333,2.2900000000000000
52401126330009,9.20,3,3.0666666666666667,2.4000000000000000
52401126330010,9.06,2,4.5300000000000000,
52401126330011,5.93,2,2.9650000000000000,2.7000000000000000
52401126330012,9.44,3,3.1466666666666667,
52401126330013,6.23,2,3.1150000000000000,
52401126330014,9.53,3,3.1766666666666667,2.3000000000000000
52401126330015,5.84,2,2.9200000000000000,
52401126330016,6.48,2,3.2400000000000000,
52401126330017,5.84,2,2.9200000000000000,2.6200000000000000
52401126330018,5.87,2,2.9350000000000000,
52401126330019,5.71,2,2.8550000000000000,
52401126330020,5.23,2,2.6150000000000000,
52401126330021,5.71,2,2.8550000000000000,
52401126330022,5.91,2,2.9550000000000000,2.6000000000000000
52401126330023,8.06,2,4.0300000000000000,2.4850000000000000
52401126330024,9.13,3,3.0433333333333333,2.5500000000000000
52401126330025,5.85,2,2.9250000000000000,2.7400000000000000
52401126330026,5.60,2,2.8000000000000000,2.6800000000000000
52401126330027,5.78,2,2.8900000000000000,
52401126330028,6.51,2,3.2550000000000000,2.4600000000000000
52401126330029,6.18,2,3.0900000000000000,
52401126330030,6.52,2,3.2600000000000000,2.3400000000000000
52401126330031,5.81,2,2.9050000000000000,
52401126330032,5.44,2,2.7200000000000000,
52401126330033,5.71,2,2.8550000000000000,
52401126330034,5.99,2,2.9950000000000000,
52401126330035,5.96,2,2.9800000000000000,
52401126330036,6.32,2,3.1600000000000000,
52401126410001,5.50,2,2.7500000000000000,
52401126410002,5.59,2,2.7950000000000000,
52401126410003,14.67,5,2.9340000000000000,
52401126410004,4.84,2,2.4200000000000000,
52401126410005,5.89,2,2.9450000000000000,
52401126410006,6.56,2,3.2800000000000000,
52401126410007,4.55,2,2.2750000000000000,
52401126430001,5.72,2,2.8600000000000000,
52401126430002,6.21,2,3.1050000000000000,
52401126430003,8.47,3,2.8233333333333333,2.3900000000000000
52401126430004,5.74,2,2.8700000000000000,
52401126430005,5.43,2,2.7150000000000000,2.5400000000000000
52401126430006,7.29,2,3.6450000000000000,
52401126430007,6.63,2,3.3150000000000000,
52401126430008,6.11,2,3.0550000000000000,
52401126430009,4.64,2,2.3200000000000000,
52401126430010,5.97,2,2.9850000000000000,
52401126430011,5.78,2,2.8900000000000000,2.4000000000000000
52401126430012,4.64,1,4.6400000000000000,
52401126430013,5.01,2,2.5050000000000000,2.4600000000000000
52401126430014,5.33,2,2.6650000000000000,
52401126430015,5.37,2,2.6850000000000000,2.6000000000000000
52401126430016,5.61,2,2.8050000000000000,2.5000000000000000
52401126430017,5.44,2,2.7200000000000000,2.4000000000000000
52401126430018,3.96,1,3.9600000000000000,2.3000000000000000
52401126430019,6.83,2,3.4150000000000000,
52401126430020,5.59,2,2.7950000000000000,
52401126430021,6.23,2,3.1150000000000000,2.9800000000000000
52401126430022,6.19,2,3.0950000000000000,
52401126430023,5.01,1,5.0100000000000000,2.4000000000000000
52401126430024,6.25,2,3.1250000000000000,2.3000000000000000
52401126430025,5.73,2,2.8650000000000000,
52401126430026,3.62,1,3.6200000000000000,
52401126430027,6.07,2,3.0350000000000000,
52401126430028,5.32,2,2.6600000000000000,
52401126430029,5.29,2,2.6450000000000000,2.3400000000000000
52401126430030,8.12,2,4.0600000000000000,
52401126430031,4.90,2,2.4500000000000000,2.7000000000000000
52401126430032,6.49,2,3.2450000000000000,
52401126430033,5.87,2,2.9350000000000000,2.5400000000000000
52401126430034,5.26,2,2.6300000000000000,
52401126430035,4.43,1,4.4300000000000000,
52401126510001,6.13,2,3.0650000000000000,
52401126530001,5.74,2,2.8700000000000000,2.4600000000000000
52401126530002,6.39,2,3.1950000000000000,2.7000000000000000
52401126530003,6.28,2,3.1400000000000000,2.6700000000000000
52401126530004,6.26,2,3.1300000000000000,
52401126530005,6.13,2,3.0650000000000000,
52401126530006,6.14,2,3.0700000000000000,
52401126530007,6.16,2,3.0800000000000000,
52401126530008,5.26,2,2.6300000000000000,2.5600000000000000
52401126530009,6.07,2,3.0350000000000000,2.5400000000000000
52401126530010,5.91,2,2.9550000000000000,
52401126530011,5.84,2,2.9200000000000000,
52401126530012,5.45,2,2.7250000000000000,
52401126530013,8.56,3,2.8533333333333333,2.9600000000000000
52401126530014,6.04,2,3.0200000000000000,
52401126530015,4.48,2,2.2400000000000000,
52401126530016,6.18,2,3.0900000000000000,
52401126530017,6.32,2,3.1600000000000000,
52401126530018,6.38,2,3.1900000000000000,
52401126530019,5.99,2,2.9950000000000000,
52401126530020,6.08,2,3.0400000000000000,2.3000000000000000
52401126530021,5.86,2,2.9300000000000000,
52401126530022,6.06,2,3.0300000000000000,2.3000000000000000
52401126530023,5.93,2,2.9650000000000000,
52401126530024,6.42,2,3.2100000000000000,
52401126530025,5.57,2,2.7850000000000000,
52401126530026,0.15,1,0.15000000000000000000,
52401126530027,5.56,2,2.7800000000000000,2.3800000000000000
52401126530028,5.96,2,2.9800000000000000,2.6500000000000000
52401126530029,7.60,2,3.8000000000000000,2.3180000000000000
52401126530030,5.96,2,2.9800000000000000,
52401126530031,6.22,2,3.1100000000000000,
52401126530032,5.89,2,2.9450000000000000,
52401126530033,6.29,2,3.1450000000000000,
52401126530034,5.17,2,2.5850000000000000,
52401126530035,5.93,2,2.9650000000000000,
52401126530036,6.58,2,3.2900000000000000,
52401126530037,5.84,2,2.9200000000000000,
52401126530038,5.89,2,2.9450000000000000,
52401126530039,6.25,2,3.1250000000000000,
52401126530040,5.84,2,2.9200000000000000,2.6000000000000000
52401126530041,5.55,2,2.7750000000000000,
52401126530042,5.83,2,2.9150000000000000,
52401126530043,5.00,2,2.5000000000000000,
52401126530044,5.91,2,2.9550000000000000,2.5400000000000000
52401126530045,6.38,2,3.1900000000000000,
52401127010001,5.84,2,2.9200000000000000,
52401127030001,6.23,2,3.1150000000000000,
52401127030002,5.33,2,2.6650000000000000,
52401127030003,6.08,2,3.0400000000000000,
52401127030004,6.18,2,3.0900000000000000,
52401127030005,6.18,2,3.0900000000000000,
52401127030006,6.68,2,3.3400000000000000,
52401127030007,6.00,2,3.0000000000000000,
52401127030008,6.26,2,3.1300000000000000,
52401127030009,10.05,4,2.5125000000000000,2.3333333333333333
52401127030010,6.44,2,3.2200000000000000,
52401127030011,6.09,2,3.0450000000000000,2.4000000000000000
52401127030012,7.78,2,3.8900000000000000,
52401127030013,5.53,2,2.7650000000000000,
52401127030014,6.04,2,3.0200000000000000,
52401127030015,6.38,2,3.1900000000000000,
52401127030016,6.15,2,3.0750000000000000,
52401127030017,6.60,2,3.3000000000000000,
52401127310001,5.72,2,2.8600000000000000,
52401127330001,2.90,1,2.9000000000000000,2.4320000000000000
52401127410002,7.10,2,3.5500000000000000,
52401127410003,5.01,2,2.5050000000000000,
52401127410004,9.57,3,3.1900000000000000,
52401127410005,10.39,2,5.1950000000000000,
52401127410006,7.99,2,3.9950000000000000,
52401127410007,9.02,1,9.0200000000000000,
52401127410008,8.82,3,2.9400000000000000,
52401127410009,7.73,3,2.5766666666666667,
52401127410010,10.58,4,2.6450000000000000,
52401127410011,11.07,3,3.6900000000000000,
52401127410012,11.25,3,3.7500000000000000,2.5900000000000000
52401127410013,11.93,4,2.9825000000000000,
52401127410014,11.22,4,2.8050000000000000,2.7300000000000000
52401127410015,10.77,3,3.5900000000000000,
52401127410016,8.41,1,8.4100000000000000,
52401127410017,11.18,3,3.7266666666666667,2.6100000000000000
52401127410018,3.39,1,3.3900000000000000,
52401127420001,8.27,3,2.7566666666666667,
52401127420002,9.60,3,3.2000000000000000,
52401127430001,5.88,2,2.9400000000000000,
52401127430002,5.93,2,2.9650000000000000,2.6300000000000000
52401127430004,5.73,2,2.8650000000000000,
52401127430005,4.79,1,4.7900000000000000,2.3100000000000000
52401127430006,4.50,1,4.5000000000000000,
52401127430007,6.52,2,3.2600000000000000,2.5000000000000000
52401127430008,5.22,2,2.6100000000000000,
52401127430009,5.36,2,2.6800000000000000,
52401127430010,3.99,2,1.9950000000000000,
52401127430011,4.41,1,4.4100000000000000,
52401127430012,6.75,2,3.3750000000000000,
52401127430013,6.33,2,3.1650000000000000,2.5600000000000000
52401127430014,6.02,2,3.0100000000000000,
52401127430015,5.26,2,2.6300000000000000,
52401127430016,5.58,2,2.7900000000000000,
52401127430017,6.05,2,3.0250000000000000,
52401127430018,6.32,2,3.1600000000000000,
52401127430019,5.08,2,2.5400000000000000,2.1500000000000000
52401127430020,5.38,2,2.6900000000000000,
52401127430021,4.68,1,4.6800000000000000,2.5000000000000000
52401127430022,4.89,1,4.8900000000000000,
52401127430023,4.84,3,1.6133333333333333,2.7000000000000000
52401127430024,6.47,2,3.2350000000000000,2.4800000000000000
52401127430025,6.49,2,3.2450000000000000,
52401127430026,7.08,2,3.5400000000000000,2.5000000000000000
52401127430027,5.78,2,2.8900000000000000,
52401127430028,5.43,2,2.7150000000000000,2.4000000000000000
52401127430029,6.20,2,3.1000000000000000,2.4100000000000000
52401127430030,6.82,2,3.4100000000000000,2.5600000000000000
52401127430031,4.84,1,4.8400000000000000,
52401127430032,6.43,2,3.2150000000000000,
52401127430033,5.01,1,5.0100000000000000,2.6000000000000000
52401127430034,5.21,2,2.6050000000000000,
52401127430035,4.76,1,4.7600000000000000,
52401127430036,5.96,2,2.9800000000000000,2.5000000000000000
52401127430037,5.66,2,2.8300000000000000,
52401127430038,5.21,2,2.6050000000000000,2.5700000000000000
52401127430039,4.97,2,2.4850000000000000,2.4000000000000000
52401127430040,5.72,2,2.8600000000000000,
52401127430041,6.33,2,3.1650000000000000,2.5900000000000000
52401127430042,7.01,2,3.5050000000000000,
52401127510001,6.00,2,3.0000000000000000,
52401127510002,7.01,3,2.3366666666666667,
52401127510003,6.47,1,6.4700000000000000,
52401127510004,8.71,1,8.7100000000000000,
52401127510005,4.38,1,4.3800000000000000,
52401127510006,11.64,1,11.6400000000000000,
52401127510007,10.70,1,10.7000000000000000,
52401127510008,6.91,2,3.4550000000000000,
52401127510009,11.93,1,11.9300000000000000,
52401127510010,10.47,2,5.2350000000000000,
52401127510012,11.64,1,11.6400000000000000,
52401127510013,11.22,3,3.7400000000000000,
52401127510014,8.47,1,8.4700000000000000,
52401127510015,9.08,1,9.0800000000000000,
52401127520001,28.04,12,2.3366666666666667,
52401127530002,12.78,4,3.1950000000000000,
52401127530003,6.19,2,3.0950000000000000,2.5200000000000000
52401127530005,12.37,4,3.0925000000000000,
52401127530008,5.95,2,2.9750000000000000,
52401127530011,6.58,2,3.2900000000000000,
52401127530016,6.66,2,3.3300000000000000,
52401127530017,6.34,2,3.1700000000000000,
52401127530018,5.25,2,2.6250000000000000,2.3000000000000000
52401127530019,5.32,2,2.6600000000000000,
52401127530020,5.97,2,2.9850000000000000,
52401127530022,6.08,2,3.0400000000000000,
52401127530023,5.19,2,2.5950000000000000,2.5000000000000000
52401127530025,5.94,2,2.9700000000000000,2.5000000000000000
52401127530027,5.79,2,2.8950000000000000,
52401127530030,5.97,2,2.9850000000000000,
52401127530031,0.36,2,0.18000000000000000000,2.3000000000000000
52401128110001,5.74,2,2.8700000000000000,
52401128110002,4.97,1,4.9700000000000000,
52401128110003,12.07,4,3.0175000000000000,2.5000000000000000
52401128110004,13.09,4,3.2725000000000000,
52401128110005,10.05,1,10.0500000000000000,
52401128110006,8.02,2,4.0100000000000000,2.4000000000000000
52401128110007,8.96,3,2.9866666666666667,
52401128110008,8.16,3,2.7200000000000000,
52401128110009,6.20,2,3.1000000000000000,
52401128110010,9.55,3,3.1833333333333333,
52401128130001,5.27,1,5.2700000000000000,
52401128130002,5.23,2,2.6150000000000000,
52401128130003,11.91,5,2.3820000000000000,
52401128310001,6.66,2,3.3300000000000000,
52401128310002,4.86,2,2.4300000000000000,
52401128310003,10.63,3,3.5433333333333333,2.7200000000000000
52401128310004,10.91,3,3.6366666666666667,
52401128310005,10.42,3,3.4733333333333333,2.6500000000000000
52401128310006,9.65,1,9.6500000000000000,
52401128310007,8.70,3,2.9000000000000000,
52401128310008,7.34,4,1.8350000000000000,
52401128310009,7.78,2,3.8900000000000000,
52401128310010,10.80,3,3.6000000000000000,2.5800000000000000
52401128310011,6.85,2,3.4250000000000000,2.7000000000000000
52401128310012,9.61,1,9.6100000000000000,
52401128310013,8.45,2,4.2250000000000000,
52401128310014,8.56,3,2.8533333333333333,
52401128310015,8.60,3,2.8666666666666667,2.6000000000000000
52401128310016,11.12,4,2.7800000000000000,
52401128310017,9.70,3,3.2333333333333333,
52401128310018,8.07,3,2.6900000000000000,
52401128320002,8.64,3,2.8800000000000000,
52401128330001,4.94,2,2.4700000000000000,
52401128330002,5.71,2,2.8550000000000000,
52401128330003,5.92,2,2.9600000000000000,2.6500000000000000
52401128330004,6.70,2,3.3500000000000000,2.8200000000000000
52401128330005,4.24,2,2.1200000000000000,
52401128330006,5.85,2,2.9250000000000000,
52401128330007,5.58,2,2.7900000000000000,
52401128330008,4.27,2,2.1350000000000000,2.3000000000000000
52401128330009,6.97,2,3.4850000000000000,
52401128330010,5.35,2,2.6750000000000000,
52401128330011,5.14,2,2.5700000000000000,2.4000000000000000
52401128330012,6.60,2,3.3000000000000000,2.9000000000000000
52401128330013,5.21,2,2.6050000000000000,
52401128330014,7.46,2,3.7300000000000000,
52401128330015,5.20,2,2.6000000000000000,2.5000000000000000
52401128330016,5.98,2,2.9900000000000000,
52401128330017,5.15,2,2.5750000000000000,2.3000000000000000
52401128330018,6.22,2,3.1100000000000000,
52401128330019,5.92,2,2.9600000000000000,
52401128330020,5.69,2,2.8450000000000000,2.5600000000000000
52401128330021,5.92,2,2.9600000000000000,2.5400000000000000
52401128330022,6.33,2,3.1650000000000000,2.4000000000000000
52401128330023,5.04,2,2.5200000000000000,2.4000000000000000
52401128330024,6.09,2,3.0450000000000000,
52401128330025,11.84,3,3.9466666666666667,2.5760000000000000
52401128330026,6.66,2,3.3300000000000000,2.5100000000000000
52401128330027,6.64,2,3.3200000000000000,2.7000000000000000
52401128330028,6.84,2,3.4200000000000000,
52401128330029,5.38,2,2.6900000000000000,2.4000000000000000
52401128330030,5.45,2,2.7250000000000000,2.5000000000000000
52401128410001,10.92,3,3.6400000000000000,
52401128410002,7.14,1,7.1400000000000000,
52401128410003,30.97,1,30.9700000000000000,
52401128410004,7.95,3,2.6500000000000000,
52401128410005,7.10,1,7.1000000000000000,
52401128410006,12.26,5,2.4520000000000000,
52401128410007,6.70,1,6.7000000000000000,
52401128410008,6.32,1,6.3200000000000000,
52401128410009,6.95,1,6.9500000000000000,
52401128410010,14.65,2,7.3250000000000000,
52401128410011,14.37,4,3.5925000000000000,
52401128410013,6.48,2,3.2400000000000000,
52401128410015,44.73,1,44.7300000000000000,
52401128410016,6.48,2,3.2400000000000000,
52401128410017,6.53,1,6.5300000000000000,
52401128430001,6.64,2,3.3200000000000000,
52401128510007,28.69,9,3.1877777777777778,
52401128830001,4.53,1,4.5300000000000000,
52401128830002,8.20,3,2.7333333333333333,
52401128830003,4.93,1,4.9300000000000000,2.4000000000000000
52401128830004,4.66,1,4.6600000000000000,
52401128830005,4.35,1,4.3500000000000000,
52401128830006,6.54,2,3.2700000000000000,
52401128830007,7.68,2,3.8400000000000000,2.4300000000000000
52401128830008,5.97,2,2.9850000000000000,
52401128830009,5.53,2,2.7650000000000000,
52401128830010,5.08,1,5.0800000000000000,
52401128830011,4.27,2,2.1350000000000000,2.2600000000000000
52401128830012,4.56,1,4.5600000000000000,2.3300000000000000
52401128830013,5.67,2,2.8350000000000000,
52401128830014,4.84,1,4.8400000000000000,
52401128830015,4.70,1,4.7000000000000000,2.3000000000000000
52401128830016,5.13,2,2.5650000000000000,2.3300000000000000
52401128830017,4.80,1,4.8000000000000000,2.4000000000000000
52401128830018,5.46,2,2.7300000000000000,
52401128830019,5.88,2,2.9400000000000000,
52401128830020,5.40,2,2.7000000000000000,
52401128830021,5.71,2,2.8550000000000000,
52401128830022,7.56,2,3.7800000000000000,
52401128830023,4.99,2,2.4950000000000000,2.2000000000000000
52401128830024,6.14,2,3.0700000000000000,
52401128830025,5.35,2,2.6750000000000000,
52401128830026,7.41,2,3.7050000000000000,
52401128830027,5.41,2,2.7050000000000000,
52401128830028,4.97,2,2.4850000000000000,
52401128830029,5.42,2,2.7100000000000000,
52401128830030,6.05,2,3.0250000000000000,2.7000000000000000
52401128830031,6.28,2,3.1400000000000000,2.5200000000000000
52401128830032,5.57,2,2.7850000000000000,2.1000000000000000
52401128830033,5.01,2,2.5050000000000000,
52401128830034,4.59,1,4.5900000000000000,2.3300000000000000
52401128830035,8.30,3,2.7666666666666667,2.0600000000000000
52401128830036,5.45,2,2.7250000000000000,
52401128830037,4.64,1,4.6400000000000000,2.3300000000000000
52401128830038,5.59,2,2.7950000000000000,2.5900000000000000
52401128830039,4.45,1,4.4500000000000000,
52401128830040,9.62,3,3.2066666666666667,2.4700000000000000
52401128830041,7.75,2,3.8750000000000000,2.7500000000000000
52401128830042,8.49,2,4.2450000000000000,2.2700000000000000
52401128830043,5.55,2,2.7750000000000000,2.4700000000000000
52401128830044,5.89,2,2.9450000000000000,
52401128830045,6.50,2,3.2500000000000000,
52401128830046,7.54,2,3.7700000000000000,
52401128830047,5.27,2,2.6350000000000000,
52401128830048,7.88,2,3.9400000000000000,2.7900000000000000
52401128830049,5.23,2,2.6150000000000000,
52401128830050,5.12,2,2.5600000000000000,2.3800000000000000
52401128830051,8.98,3,2.9933333333333333,2.5000000000000000
52401128830052,6.34,2,3.1700000000000000,
52401128910001,6.84,2,3.4200000000000000,2.4600000000000000
52401128910002,8.00,3,2.6666666666666667,
52401128910003,5.67,2,2.8350000000000000,
52401128910004,9.13,2,4.5650000000000000,
52401128910005,5.63,2,2.8150000000000000,
52401128930001,5.25,2,2.6250000000000000,2.4500000000000000
52401128930002,6.62,2,3.3100000000000000,
52401128930003,5.11,2,2.5550000000000000,2.4600000000000000
52401128930004,5.50,2,2.7500000000000000,2.4300000000000000
52401128930005,6.18,2,3.0900000000000000,2.7000000000000000
52401128930006,5.25,2,2.6250000000000000,2.4000000000000000
52401128930007,5.67,2,2.8350000000000000,2.3400000000000000
52401128930008,5.75,2,2.8750000000000000,2.4300000000000000
52401128930009,5.25,2,2.6250000000000000,2.3400000000000000
52401128930010,5.44,2,2.7200000000000000,
52401128930011,5.96,2,2.9800000000000000,2.4000000000000000
52401128930012,6.44,2,3.2200000000000000,
52401128930013,6.41,2,3.2050000000000000,2.7000000000000000
52401128930014,5.98,2,2.9900000000000000,
52401128930015,6.45,2,3.2250000000000000,
52401128930016,2.28,1,2.2800000000000000,3.4300000000000000
52401128930017,6.71,2,3.3550000000000000,2.7700000000000000
52401128930018,6.50,2,3.2500000000000000,2.4500000000000000
52401128930019,6.28,2,3.1400000000000000,
52401128930020,5.30,2,2.6500000000000000,2.7000000000000000
52401128930021,6.00,2,3.0000000000000000,
52401128930022,4.50,2,2.2500000000000000,
52401128930023,5.29,2,2.6450000000000000,
52401128930024,6.47,2,3.2350000000000000,2.5000000000000000
52401128930025,4.93,1,4.9300000000000000,
52401128930026,5.85,2,2.9250000000000000,
52401128930027,5.74,2,2.8700000000000000,
52401128930028,5.56,2,2.7800000000000000,
52401128930029,4.96,1,4.9600000000000000,2.5000000000000000
52401128930030,0.09,1,0.09000000000000000000,
52401128930031,7.74,2,3.8700000000000000,
52401128930032,5.68,2,2.8400000000000000,
52401128930033,4.75,1,4.7500000000000000,
52401128930034,4.43,1,4.4300000000000000,
52401128930035,6.41,2,3.2050000000000000,
52401128930036,5.91,2,2.9550000000000000,2.4600000000000000
52401128930037,5.22,2,2.6100000000000000,
52401128930038,5.35,2,2.6750000000000000,
52401129230001,4.22,1,4.2200000000000000,
52401129810001,5.11,1,5.1100000000000000,
52401129810002,4.30,1,4.3000000000000000,
52401129830001,6.07,2,3.0350000000000000,2.5500000000000000
52401129830002,5.86,2,2.9300000000000000,
52401129830003,5.98,2,2.9900000000000000,
52401129830004,5.29,2,2.6450000000000000,
52401129830005,5.02,2,2.5100000000000000,
52401129830006,5.01,2,2.5050000000000000,
52401129830007,5.10,2,2.5500000000000000,2.3500000000000000
52401129830008,6.10,2,3.0500000000000000,
52401129830009,5.17,2,2.5850000000000000,2.4400000000000000
52401129830010,5.41,2,2.7050000000000000,2.2000000000000000
52401129830011,4.99,1,4.9900000000000000,2.4400000000000000
52401129830012,5.37,2,2.6850000000000000,
52401129830013,6.01,2,3.0050000000000000,
52401129830014,5.39,2,2.6950000000000000,
52401129830015,6.02,2,3.0100000000000000,
52401129830016,4.73,1,4.7300000000000000,
52401129830017,5.25,2,2.6250000000000000,2.3000000000000000
52401129830018,6.18,2,3.0900000000000000,
52401129830019,5.29,2,2.6450000000000000,
52401129830020,5.78,2,2.8900000000000000,
52401129830021,5.81,2,2.9050000000000000,
52401129830022,4.66,2,2.3300000000000000,2.5700000000000000
52401129830023,4.43,2,2.2150000000000000,
52401129830024,4.91,1,4.9100000000000000,
52401129830025,5.75,2,2.8750000000000000,2.5500000000000000
52401129830026,5.99,2,2.9950000000000000,
52401129830027,6.30,2,3.1500000000000000,2.5200000000000000
52401129830028,5.41,2,2.7050000000000000,
52401129830029,5.91,2,2.9550000000000000,2.4300000000000000
52401129830030,6.00,2,3.0000000000000000,
52401129830031,5.73,2,2.8650000000000000,
52401129830032,4.95,2,2.4750000000000000,
52401129830033,6.34,2,3.1700000000000000,2.5500000000000000
