,nofloors,polygon,shading,height,wwr,construction,age,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,centroid_x,centroid_y,encoded_age,type
52401127410018,1,"POLYGON ((532326.38 164907.58, 532330.77 164906.9, 532331.07 164906.98, 532327.66 164918.09, 532325.9 164923.8, 532329.83 164925.01, 532379.15 164940.2, 532376.9 164947.45, 532375.05 164946.9, 532373.6 164951.6, 532375.45 164952.2, 532374 164956.85, 532370.51 164955.48, 532367 164954.11, 532363.81 164952.86, 532359.57 164951.2, 532351.2 164947.92, 532347.59 164946.5, 532347.45 164946.45, 532344.2 164945.19, 532340.62 164943.8, 532337.19 164942.46, 532332.71 164940.72, 532329.32 164939.4, 532325.72 164938, 532322.4 164936.71, 532318 164935, 532324.03 164915.4, 532326.38 164907.58))",False,3.39,0.15554386926090066,,1945-1980,Factory,,,,,,,,,,,,,,,,,,,,532347.6592029115,164937.26126019706,3.0,nondom
52401127510001,2,"POLYGON ((532493.45 164903.8, 532493.4 164905.5, 532495.75 164905.45, 532496.05 164901.85, 532495.5 164900.8, 532495.2 164899.45, 532496.15 164899.1, 532495.75 164896.95, 532497.05 164896.55, 532496.3 164893.7, 532497.25 164893.35, 532495.3 164885.95, 532490.49 164887.25, 532486.36 164888.37, 532488.62 164897.01, 532490.05 164896.65, 532491.65 164902.7, 532491.45 164904.35, 532493.45 164903.8))",False,6.0,0.14931603295516022,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,532492.5125448524,164894.47846670396,1.0,nondom
52401127510003,1,"POLYGON ((532428.98 164971.46, 532429.72 164968.95, 532417.64 164965.57, 532416.95 164967.99, 532412.24 164984.31, 532411.8 164985.83, 532423.15 164988.8, 532424.3 164990.45, 532424.75 164990.95, 532425.2 164991.35, 532425.75 164991.7, 532426.3 164992, 532426.9 164992.25, 532427.5 164992.3, 532428.15 164992.25, 532428.8 164992, 532429.44 164991.63, 532430.24 164988.9, 532430.75 164987.15, 532429.45 164986.75, 532430 164984.8, 532428.85 164984.45, 532430.25 164979.6, 532427.5 164978.8, 532427.9 164977.55, 532427.25 164977.35, 532428.98 164971.46))",False,6.47,0.1355684731580585,,1918-1939,Hospitality,,,,,,,,,,,,,,,,,,,,532422.0113341585,164978.99053033805,2.0,nondom
52401127510006,1,"POLYGON ((532440.1 164927.06, 532440.7 164927.25, 532440.57 164927.66, 532439.9 164929.7, 532437.4 164928.9, 532436.4 164931.9, 532435.7 164932.03, 532428.95 164933.15, 532426.45 164932.8, 532425.55 164931.45, 532425.45 164931.25, 532425.4 164931.05, 532425.3 164930.75, 532425.3 164930.4, 532425.35 164930.1, 532425.63 164929.18, 532432.55 164928.1, 532432.85 164927.35, 532436.55 164927.35, 532437.3 164926.2, 532440.1 164927.06))",False,11.64,0.18736565518962053,,1918-1939,Shop,,,,,,,,,,,,,,,,,,,,532432.5801314719,164929.9503133862,2.0,nondom
52401127510007,1,"POLYGON ((532450.12 164899.52, 532451.8 164906.25, 532447.85 164907.2, 532445.79 164898.85, 532447.85 164898.25, 532448 164897.7, 532449.55 164897.26, 532450.12 164899.52))",False,10.7,0.09936898537212999,,1918-1939,Shop,,,,,,,,,,,,,,,,,,,,532448.7852305786,164902.3962787888,2.0,nondom
52401127510009,1,"POLYGON ((532444.47 164907.29, 532446.25 164906.85, 532444.42 164899.25, 532442.51 164899.81, 532441 164900.25, 532440.55 164899.55, 532439.2 164900.05, 532437.8 164900.95, 532437.15 164901.45, 532436.4 164902.15, 532435.7 164902.85, 532435.05 164903.65, 532434.45 164904.45, 532434.3 164904.66, 532433.85 164905.3, 532433.35 164906.2, 532431.36 164911.07, 532436.13 164912.5, 532444.13 164914.9, 532445.45 164911.05, 532444.47 164907.29))",False,11.93,0.2561764826153354,,1918-1939,Shop,,,,,,,,,,,,,,,,,,,,532439.7277096235,164907.2101072279,2.0,nondom
52401127510012,1,"POLYGON ((532436.13 164912.5, 532444.13 164914.9, 532444.65 164915.05, 532444.25 164916.38, 532443.42 164919.18, 532429.99 164914.8, 532430.05 164914.6, 532431.36 164911.07, 532436.13 164912.5))",False,11.64,0.18736565518962053,,1918-1939,Hospitality,,,,,,,,,,,,,,,,,,,,532437.4387669582,164915.05948412628,2.0,nondom
52401127510015,1,"POLYGON ((532426.94 164924.84, 532428.87 164918.49, 532439.6 164921.9, 532439.8 164921.45, 532442.49 164922.31, 532441.8 164924.65, 532440.9 164924.4, 532440.7 164925.06, 532432.3 164922.35, 532431.75 164924.05, 532426.94 164924.84))",False,9.08,0.14592324277681704,,1918-1939,Shop,,,,,,,,,,,,,,,,,,,,532433.8981107626,164922.15954681998,2.0,nondom
52401128110002,1,"POLYGON ((532269.75 165111.34, 532274.65 165100.65, 532276.25 165099.9, 532282.1 165102.7, 532277.98 165112.11, 532277.06 165111.67, 532274.66 165110.54, 532273.55 165113.04, 532269.75 165111.34))",False,4.97,0.18077352731870366,,PRE-1914,Hospitality,,,,,,,,,,,,,,,,,,,,532276.0020913266,165106.47368662202,1.0,nondom
52401128110004,5,"POLYGON ((532352.35 165132.05, 532351 165138.95, 532346.75 165138.2, 532346.55 165137.6, 532341 165136.45, 532337.53 165135.76, 532337.52 165135.76, 532337.508 165135.758, 532336.75 165135.6, 532337.85 165130.1, 532332.65 165129, 532333.45 165125.4, 532333.9 165123.3, 532334.15 165122, 532342.9 165123.85, 532348.6 165125.8, 532347.95 165127.7, 532350.7 165128.65, 532352.35 165132.05))",False,13.09,0.14183643087629155,,1945-1980,Education,Education,Education,Education,Education,,,,,,,,,,,,,,,,532342.9569336782,165130.3810242929,3.0,nondom
52401128110005,2,"POLYGON ((532349.15 165156.5, 532350.35 165149.8, 532341.65 165148.3, 532340.4 165152.2, 532342.4 165152.8, 532342.05 165154.35, 532341.45 165154.25, 532340.35 165157.95, 532339.55 165157.8, 532339.3 165158.75, 532348.3 165161.3, 532349.15 165156.5))",False,10.05,0.10387826937789774,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,532345.2074752691,165154.55786682357,1.0,nondom
52401128110010,4,"POLYGON ((532344.95 165178.8, 532333.8 165175.2, 532334.45 165172.6, 532332.75 165172.2, 532333.75 165169.3, 532332.07 165168.63, 532332.32 165168.11, 532334.61 165163.25, 532341.55 165165.4, 532347.2 165167.2, 532344.95 165178.8))",False,9.55,0.18688087445756862,,1918-1939,Office,Office,Office,Office,,,,,,,,,,,,,,,,,532339.7934998273,165170.81279096255,2.0,nondom
52401128310001,2,"POLYGON ((532333.4 165108.15, 532330.45 165109.35, 532322.75 165106.65, 532328.5 165093.5, 532329.848 165093.994, 532332.05 165094.8, 532335.706 165096.166, 532335.8 165096.2, 532333.4 165108.15))",False,6.66,0.12572852882182248,,PRE-1914,Office,Office,,,,,,,,,,,,,,,,,,,532329.8308929496,165101.85688371438,1.0,nondom
52401128310002,2,"POLYGON ((532321.15 165098, 532323.8 165091.8, 532328.5 165093.5, 532322.75 165106.65, 532322.55 165107, 532317.9 165105.35, 532321.15 165098))",False,4.86,0.167212121212121,,PRE-1914,Office,Office,,,,,,,,,,,,,,,,,,,532323.2095194954,165099.41450032193,1.0,nondom
52401128310016,4,"POLYGON ((532347.45 164991.7, 532369.9 165000, 532376.35 165001.95, 532383.5 165004.55, 532380.4 165016.1, 532366 165010.65, 532363.85 165009.85, 532363.25 165009.65, 532363.7 165008.5, 532353.95 165005.05, 532353 165007.6, 532349.4 165006.35, 532348.85 165006.15, 532349.75 165003.55, 532343.85 165001.15, 532344.3 165000, 532345.8 164996.35, 532346.1 164995.45, 532347.45 164991.7))",False,11.12,0.12353005349262124,,POST-1980,Office,Office,Office,Office,,,,,,,,,,,,,,,,,532364.065035468,165003.74712512252,4.0,nondom
52401128410001,4,"POLYGON ((532387.5 165150.95, 532386.4 165160.25, 532383.85 165160.05, 532383.75 165160.95, 532383.2 165160.9, 532374.5 165159.95, 532373.65 165159.85, 532373.8 165158.55, 532374.9 165149.85, 532375.65 165144.2, 532377.8 165144.4, 532378.25 165140.35, 532376.2 165140.15, 532376.9 165134.95, 532386.5 165136.15, 532384.85 165150.6, 532387.5 165150.95))",False,10.92,0.118372272453852,,PRE-1914,Office,Office,Office,Office,,,,,,,,,,,,,,,,,532380.7705070666,165148.95241675532,1.0,nondom
52401128410003,1,"POLYGON ((532421.35 165184.5, 532421.7 165181.5, 532412.05 165180.4, 532408.25 165179.9, 532406.05 165196.75, 532388.1 165194.25, 532386.2 165207.65, 532395.3 165208.8, 532395.5 165208.85, 532404.3 165210.15, 532403.5 165216.1, 532416.65 165217.7, 532417.5 165211.95, 532417.95 165209.05, 532426.95 165210.35, 532428.4 165199.95, 532423.37 165199.25, 532423.35 165199.25, 532419.55 165198.61, 532420.49 165190.8, 532424.49 165191.4, 532436 165192.9, 532436.8 165186.45, 532425.3 165185, 532421.35 165184.5))",False,30.97,0.17677044658263147,,POST-1980,Health,,,,,,,,,,,,,,,,,,,,532411.0912608404,165199.1475690638,4.0,nondom
52401128410004,4,"POLYGON ((532375.95 165212.35, 532359.7 165208.1, 532359.5 165208, 532359.1 165207.7, 532358.9 165207.3, 532358.85 165207.1, 532358.8 165206.85, 532358.8 165206.6, 532358.75 165206.45, 532358.55 165205.3, 532358.8 165203.5, 532361.9 165185.75, 532375.1 165187.85, 532374.25 165193.2, 532373.3 165198.45, 532372.4 165203.95, 532375.35 165204.5, 532377.9 165204.95, 532375.95 165212.35))",False,7.95,0.22710970604217373,,1918-1939,Shop,Shop,Office,Office,,,,,,,,,,,,,,,,,532367.5407303126,165199.20686011223,2.0,nondom
52401128410006,5,"POLYGON ((532375.1 165176.45, 532377.9 165177.15, 532381.45 165177.6, 532381.65 165177.65, 532388.3 165178.75, 532391.45 165179.25, 532392 165176.1, 532400.2 165177.6, 532400.8 165173.75, 532401 165172.4, 532397.1 165171.8, 532397.25 165170.7, 532384.85 165168.7, 532384.7 165169.8, 532381.85 165169.35, 532382.55 165164.9, 532370.3 165163.2, 532366.7 165162.7, 532366.3 165164.45, 532363.55 165173.55, 532363.85 165173.65, 532362.9 165179.45, 532376.2 165181.7, 532376.9 165177.65, 532375 165177.45, 532375.1 165176.45))",False,12.26,0.13538747145874463,,1945-1980,Office,Office,Office,Office,Office,,,,,,,,,,,,,,,,532378.6378958535,165172.6406999976,3.0,nondom
52401128410010,2,"POLYGON ((532410.15 165165.75, 532410.7 165161.5, 532423.75 165163.2, 532421.65 165179.4, 532408.6 165177.75, 532410 165167.05, 532410.15 165165.75))",False,14.65,0.1780398799193728,,POST-1980,Office,Office,,,,,,,,,,,,,,,,,,,532416.1748961008,165170.4614944633,4.0,nondom
52401128410011,4,"POLYGON ((532402.1 165147.85, 532409.15 165148.75, 532407.25 165163.2, 532393 165161.45, 532389.9 165161.05, 532386.55 165160.65, 532386.35 165160.65, 532386.4 165160.25, 532387.5 165150.95, 532388.45 165151.05, 532388.65 165150.15, 532395.65 165151, 532396.3 165147.1, 532402.1 165147.85))",False,14.37,0.14945519285082848,,POST-1980,Office,Office,Office,Office,,,,,,,,,,,,,,,,,532398.4150299501,165155.37968146417,4.0,nondom
52401128410015,1,"POLYGON ((532422.28 165038.78, 532422.8 165036.1, 532425.9 165036.65, 532426.3 165034.3, 532438.1 165036.65, 532437.7 165038.8, 532436.9 165042.2, 532425.25 165039.9, 532425.35 165039.35, 532422.28 165038.78))",False,44.73,0.1764751916161507,,1945-1980,Hospitality,,,,,,,,,,,,,,,,,,,,532430.8097862405,165038.1997559565,3.0,nondom
52401128510007,10,"POLYGON ((532491.65 165201.75, 532494.8 165202.15, 532494.55 165203.3, 532495.05 165203.25, 532496.45 165205.25, 532494.2 165220.5, 532492.8 165221.8, 532477.1 165219.65, 532476 165218.4, 532476.8 165212.25, 532474.15 165211.9, 532474.65 165208.05, 532477.35 165208.4, 532478.1 165202.4, 532479.7 165201.15, 532490.45 165202.75, 532491.65 165201.75))",False,28.69,0.17012678428113132,,POST-1980,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,,,,,,,,,,,532485.9570773497,165211.3527310571,4.0,nondom
52401128910003,2,"POLYGON ((532207.4 165030.4, 532204.7 165028.85, 532203.9 165030.2, 532204.85 165030.75, 532203 165033.95, 532201.3 165032.95, 532197.1 165040.2, 532200.3 165042.05, 532204.35 165044.4, 532208.05 165037.4, 532208.45 165036.75, 532207.35 165036.15, 532209.85 165031.85, 532210.25 165031.15, 532208.6 165030.2, 532208.2 165030.85, 532207.4 165030.4))",False,5.67,0.14492071441043428,,PRE-1914,Office,Office,,,,,,,,,,,,,,,,,,,532203.8601908651,165036.8682854046,1.0,nondom
52401128910004,3,"POLYGON ((532270.5 165072.6, 532273.05 165074.1, 532271.3 165077.15, 532269.6 165080.1, 532267.85 165083.1, 532254.75 165075.35, 532254.35 165074.85, 532259.4 165066.15, 532270.5 165072.6))",False,9.13,0.153156157079872,,PRE-1914,Office,Office,Office,,,,,,,,,,,,,,,,,,532263.6551505147,165074.60672597075,1.0,nondom
52401128910005,2,"POLYGON ((532250.1 165060.8, 532254.7 165052.15, 532263.55 165057.25, 532269.2 165060.45, 532269.45 165060.4, 532275.6 165063.8, 532271.9 165070.1, 532254 165059.6, 532252.5 165062.2, 532250.1 165060.8))",False,5.63,0.1293412728891889,,1945-1980,Factory,Factory,,,,,,,,,,,,,,,,,,,532262.9857060963,165061.1067409396,3.0,nondom
52401129810001,1,"POLYGON ((532240.65 165134, 532241.1 165133.25, 532242.85 165134.3, 532241.15 165137.35, 532242.3 165137.9, 532244.55 165134.35, 532246 165134.95, 532247.15 165132.25, 532248.4 165132.7, 532242.75 165146, 532241.6 165146.25, 532235.75 165142.85, 532240.65 165134))",False,5.11,0.116050369653772,,PRE-1914,Hospitality,,,,,,,,,,,,,,,,,,,,532241.8061184061,165139.7092577323,1.0,nondom
52401129810002,2,"POLYGON ((532205.2 165093.7, 532208.95 165095.85, 532213 165098.2, 532217.1 165100.55, 532217.3 165100.65, 532216.2 165102.7, 532210.9 165111.9, 532202.7 165107.1, 532200.1 165111.55, 532200.95 165112.05, 532198.45 165116.4, 532197.3 165115.7, 532195.3 165115.5, 532193.7 165113.8, 532194.6 165112.2, 532190.65 165109.9, 532192.05 165107.55, 532188.75 165105.67, 532188.76 165105.66, 532192.1 165099.85, 532193.45 165097.55, 532193.75 165097.05, 532196.15 165098.45, 532197.3 165099.1, 532197.75 165098.35, 532198.5 165098.8, 532199.2 165097.6, 532193.3 165094.2, 532189.65 165092.05, 532188.3 165091.3, 532189 165090.1, 532186.95 165088.9, 532185.5 165091.35, 532185.2 165091.95, 532181.05 165089.55, 532185.3 165082.2, 532186.1 165082.7, 532189.75 165084.75, 532193.3 165086.8, 532196.9 165088.9, 532201.05 165091.3, 532205.2 165093.7))",False,4.3,0.10694104313403922,,1945-1980,Factory,Factory,,,,,,,,,,,,,,,,,,,532199.5887365765,165100.07493563552,3.0,nondom
52401130210001,2,"POLYGON ((532090.6 165162.1, 532082.9 165160.4, 532089.5 165149.7, 532094.05 165150.95, 532093.05 165154.75, 532091.2 165161.7, 532091.1 165162.15, 532090.6 165162.1))",False,5.55,0.09184071910269782,,POST-1980,Shop,Shop,,,,,,,,,,,,,,,,,,,532089.147758332,165156.31134608117,4.0,nondom
52401130210002,1,"POLYGON ((532077.1 165174.85, 532074.45 165174.2, 532081.35 165162.9, 532082.9 165160.4, 532090.6 165162.1, 532090.35 165163.1, 532092.45 165163.7, 532091 165167.25, 532085.75 165165.2, 532079.5 165175.4, 532077.1 165174.85))",False,2.6,0.32181411751147154,,POST-1980,Factory,,,,,,,,,,,,,,,,,,,,532082.9237625721,165167.13102903074,4.0,nondom
52401131110001,1,"POLYGON ((531750.5 165341.5, 531750.8 165340.5, 531752.45 165341.1, 531754.5 165335.55, 531756.7 165336.35, 531757.05 165335.35, 531758 165335.7, 531752.7 165350.2, 531747.9 165348.45, 531750.5 165341.5))",False,8.17,0.119142857142857,,PRE-1914,Shop,,,,,,,,,,,,,,,,,,,,531752.8753270723,165343.20125578815,1.0,nondom
52401131110004,2,"POLYGON ((531829.9 165156.8, 531830.6 165151.75, 531831.2 165147.2, 531851.8 165149.95, 531851.4 165152.7, 531850.8 165157.2, 531850.45 165159.6, 531841.55 165158.4, 531829.9 165156.8))",False,7.52,0.14500315928206162,,1945-1980,Community,Community,,,,,,,,,,,,,,,,,,,531840.851029495,165153.39168411747,3.0,nondom
52401131110005,2,"POLYGON ((531767.65 165306.9, 531765.1 165311.85, 531762.75 165316.35, 531760.55 165320.6, 531757.85 165325.85, 531753.3 165323.85, 531748.9 165321.95, 531752.1 165316, 531753 165316.4, 531755.5 165311.65, 531757.8 165312.6, 531760.65 165307, 531758.5 165305.85, 531761.5 165297.4, 531762.3 165295.3, 531764.75 165288.35, 531769.15 165290.5, 531773.4 165292.55, 531774.1 165292.9, 531771.75 165297.6, 531772.25 165297.95, 531770.1 165302.15, 531767.65 165306.9))",False,3.5,0.12776757332328773,,1945-1980,Warehouse,Warehouse,,,,,,,,,,,,,,,,,,,531762.2763268573,165307.1148045475,3.0,nondom
52401131110006,1,"POLYGON ((531812.07 164964.91, 531816.12 164964.02, 531816.95 164968.55, 531834.2 164965.3, 531831.43 164950.6, 531828.51 164935.08, 531827.3 164928.65, 531817.96 164930.4, 531817.19 164926.27, 531809.42 164927.72, 531809.69 164929.16, 531790.35 164932.8, 531790.91 164935.77, 531791.2 164937.3, 531788.5 164937.8, 531788.3 164936.75, 531761.39 164941.82, 531761.59 164942.8, 531758.95 164943.35, 531759.06 164943.94, 531760.2 164950.1, 531757.11 164950.67, 531755.9 164944.52, 531755.69 164943.45, 531734.74 164947.75, 531737.87 164963.18, 531735.81 164963.57, 531736.57 164967.6, 531736.61 164967.8, 531738.68 164967.41, 531740.21 164975.47, 531761.09 164971.5, 531759.63 164963.63, 531758.72 164958.77, 531757.54 164952.82, 531760.6 164952.26, 531761.25 164955.8, 531763.8 164955.3, 531764 164956.25, 531788.08 164951.72, 531788.8 164954.95, 531790.95 164954.5, 531791.1 164955.22, 531791.6 164957.61, 531791.4 164957.65, 531791.95 164960.4, 531783.6 164962.05, 531784 164964.11, 531782.04 164964.5, 531779.37 164961.59, 531775.83 164962.29, 531775.53 164963.24, 531775 164964.93, 531774.7 164965.88, 531777.11 164968.76, 531780.65 164968.07, 531785.18 164970.09, 531785.55 164971.95, 531774.1 164974.15, 531775.8 164982.75, 531775.97 164982.72, 531776.98 164982.52, 531777.59 164985.66, 531785.28 164984.15, 531786.09 164988.57, 531786.95 164993.25, 531787.05 164993.8, 531786.55 164993.9, 531787.45 164998.35, 531803.43 164995.21, 531803.94 164997.76, 531804.38 165000, 531804.98 165003.06, 531813.17 165001.45, 531812.89 165000, 531812.31 164997.02, 531821.39 164995.24, 531818.25 164979.27, 531812.99 164980.31, 531802.4 164982.41, 531803.7 164987.87, 531801.24 164988.32, 531800.02 164981.63, 531797.9 164970.02, 531799.28 164969.75, 531812.52 164967.22, 531812.07 164964.91), (531807.93 164941.45, 531811.84 164940.72, 531814.19 164953.32, 531814.35 164954.2, 531816 164953.9, 531817.01 164959.36, 531811.18 164960.36, 531810.5 164956.85, 531795.4 164959.85, 531795.01 164957.85, 531794.86 164957.06, 531794.06 164952.64, 531801.24 164951.32, 531809.47 164949.81, 531807.93 164941.45))",False,4.96,0.10329903600436152,,POST-1980,Education,,,,,,,,,,,,,,,,,,,,531790.5984782678,164960.1410124426,4.0,nondom
52401131610001,14,"POLYGON ((532450.159 165286.876, 532451.295 165263.854, 532449.213 165263.58, 532448.172 165263.444, 532436.149 165261.863, 532428.304 165260.831, 532414.577 165259.026, 532413.383 165258.869, 532412.854 165269.659, 532410.135 165325.104, 532409.993 165328.001, 532409.626 165335.492, 532446.932 165341.268, 532447.481 165341.353, 532447.505 165340.867, 532450.159 165286.876))",False,7.04,0.13928042762916962,,POST-1980,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,Office,,,,,,,532430.4814975896,165299.89509767588,4.0,nondom
52401131610002,8,"POLYGON ((532404.6 165296.7, 532404.05 165301.65, 532403.7 165305.95, 532403.6 165309.75, 532394.7 165309.4, 532394.7 165308.4, 532394.95 165301.95, 532396.55 165293.7, 532402.5 165294.7, 532402.25 165296.35, 532404.6 165296.7))",False,28.55,0.1984034046326924,,1945-1980,Shop,Office,Office,Office,Office,Office,Office,Shop,,,,,,,,,,,,,532399.5043664313,165302.2248210492,3.0,nondom
52401131610003,3,"POLYGON ((532327 165313.5, 532337.15 165314.1, 532336.45 165317.1, 532340.5 165317.3, 532339.9 165319.4, 532341.65 165319.5, 532341.9 165323.85, 532342.2 165328.5, 532333.9 165328.95, 532326.25 165327.55, 532325 165326.25, 532325.2 165324.2, 532326.1 165318.65, 532327 165313.5))",False,8.61,0.131529539545462,,PRE-1914,Hospitality,Hospitality,Shop,,,,,,,,,,,,,,,,,,532333.391735268,165321.7926745857,1.0,nondom
52401131610005,1,"POLYGON ((532331.7 165297.3, 532342.6 165299.75, 532354 165302.2, 532366.2 165304.85, 532366.15 165305.15, 532365.75 165306.75, 532364.9 165310, 532353.95 165307.6, 532330.3 165302.15, 532331.7 165297.3))",False,21.86,0.16939038708591608,,1945-1980,Shop,,,,,,,,,,,,,,,,,,,,532348.4593338141,165303.65287683567,3.0,nondom
52401131610007,4,"POLYGON ((532359.3 165261.4, 532358.95 165262.7, 532364.9 165264.35, 532362.75 165271.95, 532348.2 165267.85, 532341.7 165266.05, 532341.1 165264.65, 532342.1 165261.25, 532343.3 165256.9, 532350.55 165258.95, 532358.38 165261.142, 532359.3 165261.4))",False,8.04,0.15572638807071404,,1918-1939,Shop,Shop,Office,Office,,,,,,,,,,,,,,,,,532352.6894405503,165264.48882168025,2.0,nondom
52401131610010,2,"POLYGON ((532356.6 165286.95, 532355.65 165290.35, 532335.55 165284.7, 532337.85 165276.55, 532343.5 165278.15, 532346.35 165278.95, 532354.85 165281.4, 532356.05 165277.25, 532359.15 165278.1, 532359.05 165278.4, 532356.6 165286.95))",False,8.27,0.13556188382240092,,1918-1939,Shop,Shop,,,,,,,,,,,,,,,,,,,532347.4789735394,165283.18876063064,2.0,nondom
52401132610001,2,"POLYGON ((531598.55 165274.1, 531614.5 165276.55, 531608.8 165313.45, 531599.9 165312.05, 531600.35 165308.9, 531600.4 165308.7, 531601 165308.75, 531601.15 165307.8, 531593.55 165306.65, 531598.55 165274.1))",False,5.35,0.127302138548711,,1945-1980,Warehouse,Warehouse,,,,,,,,,,,,,,,,,,,531604.0688888427,165292.89548798828,3.0,nondom
52401132610003,1,"POLYGON ((531716.8 165327.9, 531715.6 165335.15, 531709.85 165333.9, 531712.35 165321.1, 531715.85 165321.7, 531714.85 165327.6, 531716.8 165327.9))",False,6.05,0.12421616733727832,,PRE-1914,Shop,,,,,,,,,,,,,,,,,,,,531713.4396130252,165328.73050696135,1.0,nondom
52401132610004,1,"POLYGON ((531712.65 165319.5, 531712.35 165321.1, 531709.85 165333.9, 531705.5 165332.95, 531706.85 165325.8, 531708.45 165326.05, 531709.7 165319, 531712.65 165319.5))",False,5.46,0.1314551061209345,,PRE-1914,Shop,,,,,,,,,,,,,,,,,,,,531709.2187335072,165327.05085550962,1.0,nondom
52401132610006,1,"POLYGON ((531691.9 165321.85, 531690.4 165329.65, 531685.8 165328.65, 531688.25 165315.15, 531688.9 165311.55, 531691.7 165312.05, 531691.07 165315.72, 531690.95 165316.4, 531689.35 165316.1, 531689.2 165317.15, 531690.7 165317.4, 531690 165321.5, 531691.9 165321.85))",False,6.08,0.17257381203487798,,PRE-1914,Shop,,,,,,,,,,,,,,,,,,,,531689.0685559221,165321.69708103949,1.0,nondom
52401132610007,2,"POLYGON ((531679.3 165312.15, 531679.1 165313.35, 531676.5 165326.65, 531671.75 165325.75, 531671.79 165325.55, 531671.85 165325.24, 531673.45 165316.8, 531674.55 165317, 531675.39 165312.74, 531675.65 165311.45, 531677.3 165311.75, 531679.3 165312.15))",False,5.98,0.15872554427504276,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,531675.6234893957,165319.39960249347,1.0,nondom
52401132610008,2,"POLYGON ((531664.41 165307.99, 531661.89 165323.49, 531658.15 165322.7, 531657.45 165321.6, 531657.5 165321.25, 531658.5 165315.1, 531659.69 165307.12, 531664.41 165307.99))",False,5.67,0.14492071441043428,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,531660.8591929561,165315.21401083193,1.0,nondom
52401132610013,1,"POLYGON ((531580.4 165280.95, 531576.85 165288.8, 531569.85 165285.65, 531577.55 165268.65, 531584.55 165271.85, 531580.4 165280.95))",False,4.58,0.10971264677915511,,POST-1980,Shop,,,,,,,,,,,,,,,,,,,,531577.197063113,165278.73133873026,4.0,nondom
52401133610003,4,"POLYGON ((532307.3 165273.8, 532299.55 165271.35, 532301.45 165265.6, 532306.45 165267.25, 532309.1 165268.05, 532314.05 165269.7, 532313.8 165270.3, 532319.6 165272.2, 532318.4 165277.55, 532307.3 165273.8))",False,9.0,0.13019068863594185,,PRE-1914,Office,Office,Office,Office,,,,,,,,,,,,,,,,,532309.5696131911,165271.5312307855,1.0,nondom
52401133610005,2,"POLYGON ((532323.2 165260.15, 532306.71 165255.75, 532308.03 165251.08, 532324.5 165255.55, 532323.2 165260.15))",False,10.65,0.09985033937359993,,PRE-1914,Shop,Shop,,,,,,,,,,,,,,,,,,,532315.5892419438,165255.62691877145,1.0,nondom
52401133610008,2,"POLYGON ((532299.35 165315.5, 532297.35 165324.3, 532296.95 165324.2, 532291.7 165321.45, 532293.55 165317.85, 532284.487 165312.472, 532284.45 165312.45, 532280.21 165309.88, 532281.505 165307.715, 532282.19 165306.57, 532286.55 165308.85, 532287.05 165308, 532299.35 165315.5))",False,5.43,0.14154888803736196,,1945-1980,Education,Education,,,,,,,,,,,,,,,,,,,532291.301547737,165314.70480336953,3.0,nondom
