SCU,nofloors,polygon,shading,height,wwr,construction,age,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,centroid_x,centroid_y,encoded_age,type,epc_rating_current,epc_rating_potential,d_epc_mainht_fuel,d_epc_mainht_plant,d_epc_mainht_room,d_epc_secondht_fuel,d_epc_dhw_fuel,d_epc_dhw_plant,d_epc_envelope_flr_type,d_epc_envelope_flr_insulation,d_epc_envelope_rf_type,d_epc_envelope_rf_insulation,d_epc_envelope_wall_type,d_epc_envelope_wall_insulation,d_epc_glazing_type,Cluster
52401149330027,2,"POLYGON ((531999.15 165355.7, 532000 165355.75, 532010.75 165356.5, 532012.45 165356.65, 532012.3 165359.2, 532006.7 165358.8, 532006.6 165360.35, 532000 165359.8, 531998.85 165359.7, 531999.15 165355.7))",FALSE,6.06,0.1841024703180800,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532004.9827864480,165357.90829284800,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149330028,2,"POLYGON ((532034.95 165452.95, 532035.75 165454.65, 532037.95 165453.7, 532038.35 165454.25, 532039.15 165453.95, 532039.75 165454.9, 532036.45 165456.65, 532029 165459.85, 532027.5 165456.35, 532034.95 165452.95))",FALSE,5.14,0.115525442779291,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532032.9387455640,165456.19383014400,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom0
52401149330029,2,"POLYGON ((532022.1 165331.85, 532021.05 165343.55, 532018.25 165343.35, 532018.55 165339.35, 532016.9 165339.2, 532017.65 165331.5, 532022.1 165331.85))",FALSE,6.17,0.154089503625209,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532019.5875426340,165336.99436278500,1.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom3
52401149330030,2,"POLYGON ((532071.9 165375.6, 532085.1 165376.55, 532084.85 165380.55, 532076.3 165380.05, 532076.4 165378.45, 532071.75 165378.2, 532071.9 165375.6))",FALSE,6.15,0.116199856499902,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532079.0102897550,165377.9570326910,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401149330031,2,"POLYGON ((532087.15 165346.55, 532078.5 165346, 532078.55 165345.1, 532075.15 165344.85, 532075.3 165342.6, 532087.4 165343.35, 532087.15 165346.55))",FALSE,5.73,0.181951937224129,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532081.6306218840,165344.49439040700,1.0,dom,E,C,Electricity,StorageHeaters,Unknown,Mains Gas,Mains Gas,MultiPoint,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401149330032,2,"POLYGON ((532058.35 165456.25, 532051.65 165462.5, 532047.35 165454, 532048.6 165453.35, 532049.3 165454.85, 532049.75 165454.7, 532051.7 165456.55, 532054.9 165453.6, 532058.35 165456.25))",FALSE,5.59,0.237467584726817,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532052.8014741430,165457.39128817700,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom0
52401149330033,2,"POLYGON ((531994.15 165341.05, 531994.9 165330.7, 531996.1 165329.8, 531999.7 165330.1, 531998.8 165341.45, 531994.15 165341.05))",FALSE,5.54,0.187428242381289,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531996.9239684340,165335.6194682330,1.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401149330034,2,"POLYGON ((532044.55 165457.15, 532046.3 165456.3, 532045.25 165454.2, 532046.1 165453.7, 532045.7 165452.95, 532045.95 165452.85, 532046.65 165452.55, 532047.35 165454, 532051.65 165462.5, 532048.05 165464.15, 532044.55 165457.15))",FALSE,5.67,0.137063772048846,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532047.8624765060,165459.0096709160,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom0
52401149330035,2,"POLYGON ((532014.5 165382.5, 532014.55 165381.1, 532013 165380.9, 532012.35 165380.9, 532010.9 165380.8, 532005.05 165380.5, 532004.8 165384.2, 532007.05 165384.3, 532019.15 165385.05, 532019.3 165382.8, 532014.5 165382.5))",FALSE,5.62,0.145376075939184,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532011.3693493410,165382.88305634200,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149330036,2,"POLYGON ((532013.55 165331.15, 532017.65 165331.5, 532016.9 165339.2, 532016.6 165343.05, 532014.2 165342.85, 532014.5 165339, 532012.9 165338.85, 532013.55 165331.15))",FALSE,5.96,0.1137441405757720,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532015.3196211660,165336.49987781200,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149330037,2,"POLYGON ((532048.7 165334.05, 532048.1 165342, 532046.65 165341.85, 532046.3 165345.75, 532043.55 165345.5, 532044.5 165333.7, 532048.7 165334.05))",FALSE,6.47,0.1436071050661780,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532045.9990966450,165339.26551758000,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149330038,2,"POLYGON ((532026.35 165332.2, 532025.65 165340, 532024.1 165339.85, 532023.7 165345.35, 532020.9 165345.15, 532021.05 165343.55, 532022.1 165331.85, 532026.35 165332.2))",FALSE,5.86,0.1639198949337890,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532023.452271713,165337.98512358400,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149330039,2,"POLYGON ((532039.9 165468.65, 532036.35 165470.7, 532034.7 165467.7, 532033.8 165468.2, 532030.95 165463.1, 532031.85 165462.55, 532032.45 165463.7, 532035.95 165461.75, 532039.9 165468.65))",FALSE,6.65,0.0911370010787486,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532035.6446094920,165466.08253185800,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401149330040,2,"POLYGON ((532074.75 165350.1, 532074.95 165347, 532078.4 165347.25, 532078.5 165346, 532087.15 165346.55, 532086.85 165350.9, 532074.75 165350.1))",FALSE,6.33,0.05,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532081.326585028,165348.4940822750,1.0,dom,D,A,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Flat,Limited,Solid Brick,No,Double,dom0
52401149330041,2,"POLYGON ((532062 165449.65, 532062.8 165450.35, 532060.6 165453.25, 532054.4 165448.6, 532055.3 165447.45, 532053.4 165446, 532054.15 165445.1, 532053.3 165444.5, 532053.95 165443.5, 532062 165449.65))",FALSE,5.59,0.130732471728594,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532057.917080542,165448.69614125500,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom0
52401149330042,2,"POLYGON ((532035.95 165461.75, 532039.55 165459.75, 532038.9 165458.6, 532039.8 165458.05, 532042.65 165463.15, 532041.75 165463.65, 532043.4 165466.55, 532039.9 165468.65, 532035.95 165461.75))",FALSE,7.16,0.117021103896103,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532039.8610136800,165463.6485140880,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom3
52401149330043,2,"POLYGON ((532044.5 165333.7, 532043.55 165345.5, 532040.9 165345.3, 532041.25 165341.4, 532039.6 165341.25, 532040.2 165333.35, 532044.5 165333.7))",FALSE,6.12,0.17290834845735,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532042.1224034720,165338.86466197500,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401149330044,2,"POLYGON ((532087.65 165339.85, 532087.4 165343.35, 532075.3 165342.6, 532075.5 165339.9, 532078.9 165340.15, 532078.95 165339.2, 532087.65 165339.85))",FALSE,6.68,0.176582278481012,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532081.7760027770,165341.31583615700,1.0,dom,G,C,Electricity,Unknown,RmHeaters,Electricity,Electricity,ImmersionHeater,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom3
52401149330045,2,"POLYGON ((532044.55 165457.15, 532043.15 165454.25, 532041.45 165455.15, 532040.15 165455.85, 532044.8 165465.65, 532048.05 165464.15, 532044.55 165457.15))",FALSE,4.96,0.0866853526220614,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532044.0568444360,165460.02090594200,1.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom0
52401149330046,2,"POLYGON ((532036.85 165344.85, 532036.65 165346.85, 532039.15 165347, 532039.6 165341.25, 532040.2 165333.35, 532036.2 165333, 532035.55 165340.95, 532034.65 165341.65, 532034.4 165344.65, 532036.85 165344.85))",FALSE,5.25,0.1391847821015360,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532037.6150877390,165339.8617231510,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149410001,2,"POLYGON ((531964.1 165269.4, 531968.45 165269.8, 531967.55 165276.9, 531965.95 165276.75, 531965.45 165281.45, 531962.6 165281.25, 531964.1 165269.4))",FALSE,5.95,0.1489155672305620,,PRE-1914,Sport,Dwell,,,,,,,,,,,,,,,,,,,531965.3673970130,165274.9013321930,1.0,mixed,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430001,2,"POLYGON ((532058.55 165318.9, 532054.35 165318.5, 532055.75 165305.95, 532055.95 165303.95, 532058.55 165304.15, 532058.3 165306.2, 532057.85 165310.6, 532059.45 165310.8, 532058.55 165318.9))",FALSE,5.96,0.1137441405757720,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532056.9010192210,165312.23053637200,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430002,2,"POLYGON ((532003.95 165302.7, 532004.45 165299.95, 532001.7 165299.55, 532001.65 165299.8, 532001.35 165302.4, 532000 165313.15, 531999.8 165314.2, 532000 165314.2, 532004.15 165314.55, 532005.15 165306.35, 532003.55 165306.15, 532003.95 165302.7))",FALSE,6.44,0.1505635127038890,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532002.5499524000,165307.8718296560,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430003,2,"POLYGON ((531945.6 165309.8, 531946.25 165303.45, 531947.75 165303.6, 531948.4 165298.1, 531951.6 165298.45, 531949.9 165310.15, 531945.6 165309.8))",FALSE,6.21,0.228373713906405,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531948.7111790680,165304.58248768100,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401149430004,2,"POLYGON ((532066.85 165289.1, 532064.55 165288.8, 532064.95 165285.2, 532063.8 165285.05, 532064.8 165276.9, 532068.2 165277.35, 532066.85 165289.1))",FALSE,5.52,0.094772675304878,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532065.9888560830,165282.5704902830,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401149430005,2,"POLYGON ((532088.55 165316.55, 532088.4 165318.85, 532088.25 165319.25, 532088.95 165319.65, 532088.7 165322.15, 532088.15 165322.05, 532086.6 165323.05, 532079.3 165322.45, 532079.75 165317.3, 532081.35 165317.4, 532081.5 165316, 532088.55 165316.55))",FALSE,5.52,0.135480241889836,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532084.1606574100,165319.62090264500,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430006,2,"POLYGON ((531920.15 165287.85, 531920.25 165286.45, 531917.45 165286.1, 531917.3 165287.45, 531911.4 165286.6, 531910.7 165291.5, 531919.1 165292.65, 531919.65 165288.95, 531920.95 165289.15, 531921.1 165288, 531920.15 165287.85))",FALSE,6.71,0.0941586177291264,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531915.7073430180,165289.37803357100,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430007,2,"POLYGON ((532054.65 165283.65, 532053 165283.5, 532052.6 165288.4, 532049.85 165288.2, 532051.1 165275.85, 532055.45 165276.2, 532054.65 165283.65))",FALSE,6.13,0.187595111828452,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532052.4684532740,165281.52196190300,1.0,dom,D,B,Mains Gas,Boiler,Radiators,Other (Dual Fuel),Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401149430008,2,"POLYGON ((531958.8 165276.15, 531957.2 165276, 531956.6 165280.8, 531953.7 165280.55, 531955.1 165268.65, 531959.65 165269.05, 531958.8 165276.15))",FALSE,5.92,0.1753670023877140,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531956.4960910750,165274.17508472500,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430009,2,"POLYGON ((531920.1 165296.45, 531920.5 165292.9, 531919.1 165292.65, 531910.7 165291.5, 531910 165296.3, 531919.9 165297.7, 531920.1 165296.45))",FALSE,5.39,0.121922948126124,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531915.290207389,165294.59460582300,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Room in Roof,Yes,Solid Brick,No,Double (post 2002),dom0
52401149430010,2,"POLYGON ((532042.6 165309.25, 532044.35 165309.45, 532044.9 165303.95, 532047.5 165304.2, 532047.35 165305.35, 532045.85 165317.75, 532041.6 165317.35, 532042.6 165309.25))",FALSE,6.0,0.163251184834123,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532044.7010496630,165311.57627495800,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom0
52401149430011,2,"POLYGON ((532059.5 165276.5, 532063.8 165276.85, 532063.2 165284.25, 532061.35 165284.1, 532060.8 165291.05, 532057.95 165290.8, 532058.1 165288.8, 532059.5 165276.5))",FALSE,5.65,0.1446471920523140,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532060.6856662460,165283.045333381,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430012,2,"POLYGON ((531962.6 165281.25, 531959.75 165281.1, 531960.2 165276.3, 531958.8 165276.15, 531959.65 165269.05, 531964.1 165269.4, 531962.6 165281.25))",FALSE,6.49,0.1465079096943030,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531961.4372752040,165274.61357447800,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430013,2,"POLYGON ((531942.7 165297.55, 531945.45 165297.8, 531944.75 165303.35, 531946.25 165303.45, 531945.6 165309.8, 531940.85 165309.45, 531942.7 165297.55))",FALSE,6.51,0.1655413552122750,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531943.6455442900,165304.377353556,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430014,2,"POLYGON ((532059.6 165318.85, 532060.5 165311.55, 532062.1 165311.75, 532062.5 165308.75, 532065.1 165309.1, 532065.1 165309.7, 532063.8 165319.4, 532059.6 165318.85))",FALSE,6.03,0.130620207297547,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532062.4721591150,165314.42859501900,1.0,dom,E,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,No,Solid Brick,No,Double,dom3
52401149430015,2,"POLYGON ((531935.75 165299.65, 531936.55 165294.1, 531935 165293.95, 531935.2 165292.7, 531931.65 165292.15, 531931.35 165294.35, 531928.55 165293.95, 531927.55 165300.2, 531926.8 165305.25, 531930.65 165305.85, 531930.35 165307.75, 531931.35 165309.05, 531933.05 165309.3, 531934.5 165307.9, 531935.75 165299.65))",FALSE,5.64,0.15249463551848,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531931.8672302500,165300.36564820400,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430016,2,"POLYGON ((532055.45 165276.2, 532059.5 165276.5, 532058.1 165288.8, 532055.6 165288.6, 532055.95 165283.75, 532054.65 165283.65, 532055.45 165276.2))",FALSE,6.12,0.20375711790393,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532057.0683740290,165281.89506077600,1.0,dom,E,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401149430017,2,"POLYGON ((532011.05 165303.25, 532013.5 165303.5, 532013.1 165306.9, 532014.75 165307.1, 532013.8 165315.25, 532009.5 165314.95, 532011.05 165303.25))",FALSE,6.63,0.114993964996982,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532012.135688271,165309.84794014500,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430018,2,"POLYGON ((531905.85 165301.4, 531906.5 165297.4, 531914.55 165298.65, 531914.35 165300.1, 531918.95 165300.8, 531918.5 165303.7, 531905.85 165301.4))",FALSE,7.33,0.127269208234335,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531911.9909934640,165300.5898142040,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430019,2,"POLYGON ((532041.6 165317.35, 532037 165316.95, 532038.45 165304.6, 532038.7 165302.9, 532041.45 165303.15, 532040.9 165309.1, 532042.6 165309.25, 532041.6 165317.35))",FALSE,5.91,0.16580600553141,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532039.772791331,165310.88390521600,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom0
52401149430020,2,"POLYGON ((532018.8 165315.65, 532014.85 165315.3, 532015.5 165307.8, 532017.35 165308, 532017.8 165303.05, 532020.05 165303.25, 532019.85 165305.1, 532020 165305.1, 532018.8 165315.65))",FALSE,5.96,0.1137441405757720,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532017.6157186130,165310.05599572900,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430021,2,"POLYGON ((532088.9 165312, 532088.55 165316.55, 532081.5 165316, 532081.65 165314.05, 532075.1 165313.5, 532075.25 165311.6, 532077.05 165311.75, 532077.15 165310.9, 532078.2 165311, 532088.9 165312))",FALSE,5.84,0.183861079865016,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532083.0079745910,165313.48338082600,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401149430022,2,"POLYGON ((532063.8 165319.4, 532065.1 165309.7, 532067.8 165310.05, 532067.5 165312.3, 532069.05 165312.5, 532068.05 165319.9, 532063.8 165319.4))",FALSE,6.43,0.106623441330998,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532066.4025685420,165315.13874697800,1.0,dom,F,E,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Single,dom3
52401149430023,2,"POLYGON ((532049.85 165288.2, 532046.85 165287.95, 532047.25 165283, 532046.05 165282.95, 532046.7 165275.5, 532051.1 165275.85, 532049.85 165288.2))",FALSE,5.84,0.1605644913717870,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532048.5593048560,165281.35004807400,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430024,2,"POLYGON ((532091.45 165286.3, 532091.05 165290.5, 532083.85 165289.75, 532084 165288.05, 532080.35 165287.75, 532080.55 165285.25, 532091.45 165286.3))",FALSE,5.94,0.1905237258694230,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532086.4092112200,165287.720225667,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430025,2,"POLYGON ((532028.65 165305.8, 532031 165306, 532030.75 165308.95, 532031.95 165309.05, 532031 165316.65, 532027.5 165316.35, 532028.65 165305.8))",FALSE,6.53,0.148100141856582,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532029.6941273300,165311.58689482000,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430026,2,"POLYGON ((532068.2 165277.35, 532071.95 165277.8, 532070.95 165285.85, 532069.65 165285.7, 532069.2 165289.4, 532066.85 165289.1, 532068.2 165277.35))",FALSE,5.81,0.178141810874708,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532069.2897798040,165282.9032019810,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430027,2,"POLYGON ((532079.8 165293.65, 532080.05 165291.1, 532083.7 165291.4, 532083.85 165289.75, 532091.05 165290.5, 532090.65 165294.7, 532079.8 165293.65))",FALSE,6.97,0.163259428097803,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532085.9487452190,165292.30869017600,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430028,2,"POLYGON ((532084.6 165281.35, 532084.75 165279.95, 532080.1 165279.55, 532080.35 165276.5, 532091.05 165277.3, 532092.05 165278.3, 532092.05 165278.85, 532092.95 165279, 532092.6 165282.1, 532091.85 165282, 532084.6 165281.35))",FALSE,5.41,0.0619388628120332,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532086.8840074830,165279.1290095060,1.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,Yes,Double (post 2002),dom3
52401149430029,2,"POLYGON ((532078.2 165311, 532078.45 165308.35, 532082.05 165308.65, 532082.25 165306.8, 532089.4 165307.4, 532088.95 165311.75, 532088.9 165312, 532078.2 165311))",FALSE,6.6,0.162148707584299,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532084.3553242030,165309.4861515980,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401149430030,2,"POLYGON ((531995.75 165313.8, 531996.65 165305.75, 531998.5 165305.95, 531999.2 165299.9, 532000 165299.8, 532001.65 165299.8, 532001.35 165302.4, 532000 165313.15, 531999.8 165314.2, 531995.75 165313.8))",FALSE,6.12,0.10872262053542,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531998.8384393190,165307.78929357300,1.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401149430031,2,"POLYGON ((532023.95 165308.4, 532025.5 165308.5, 532025.75 165305.55, 532028.65 165305.8, 532027.5 165316.35, 532023.15 165316, 532023.95 165308.4))",FALSE,6.08,0.180252598342323,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532026.0016527370,165311.30638440300,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401149430032,2,"POLYGON ((532037 165316.95, 532032.85 165316.55, 532033.85 165308.6, 532035.65 165308.75, 532036.2 165302.65, 532038.7 165302.9, 532038.45 165304.6, 532037 165316.95))",FALSE,5.14,0.12864953676158,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532035.9310687860,165310.63599789100,1.0,dom,E,E,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401149430033,2,"POLYGON ((531945.85 165267.9, 531949.95 165268.25, 531949 165276.35, 531947.65 165276.15, 531947 165281.8, 531944.2 165281.6, 531944.45 165279.7, 531945.85 165267.9))",FALSE,6.06,0.0564146441232615,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531946.9488426930,165274.27694418300,1.0,dom,D,C,Electricity,StorageHeaters,Unknown,Electricity,Electricity,ImmersionHeater,Solid,No,Below (premises),Internal Floor,Cavity,Yes,Double (pre 2002),dom3
52401149430034,2,"POLYGON ((532090.25 165298.8, 532089.8 165303.25, 532082.7 165302.55, 532078.9 165302.2, 532079.15 165299.6, 532082.9 165299.9, 532083.1 165298.05, 532090.25 165298.8))",FALSE,6.37,0.1696042694504940,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532085.141529602,165300.75428746100,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430035,2,"POLYGON ((532051.15 165309.95, 532053.05 165310.15, 532053.65 165303.75, 532055.95 165303.95, 532055.75 165305.95, 532054.35 165318.5, 532050.1 165318.15, 532051.15 165309.95))",FALSE,5.99,0.1239097984335280,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,532053.2370178070,165312.11060548200,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401149430036,2,"POLYGON ((531944.45 165279.7, 531941.45 165279.45, 531941.8 165275.8, 531940.2 165275.65, 531940.4 165274.1, 531941.1 165267.5, 531945.85 165267.9, 531944.45 165279.7))",FALSE,6.49,0.1465079096943030,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531943.0457708450,165273.10709671800,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
