SCU,nofloors,polygon,shading,height,wwr,construction,age,FLOOR_1: use,FLOOR_2: use,FLOOR_3: use,FLOOR_4: use,FLOOR_5: use,FLOOR_6: use,FLOOR_7: use,FLOOR_8: use,FLOOR_9: use,FLOOR_10: use,FLOOR_11: use,FLOOR_12: use,FLOOR_13: use,FLOOR_14: use,FLOOR_15: use,FLOOR_16: use,FLOOR_17: use,FLOOR_18: use,FLOOR_19: use,FLOOR_20: use,centroid_x,centroid_y,encoded_age,type,epc_rating_current,epc_rating_potential,d_epc_mainht_fuel,d_epc_mainht_plant,d_epc_mainht_room,d_epc_secondht_fuel,d_epc_dhw_fuel,d_epc_dhw_plant,d_epc_envelope_flr_type,d_epc_envelope_flr_insulation,d_epc_envelope_rf_type,d_epc_envelope_rf_insulation,d_epc_envelope_wall_type,d_epc_envelope_wall_insulation,d_epc_glazing_type,Cluster
52401131130015,2,"POLYGON ((531716.4 165107.15, 531718.65 165108, 531725.75 165110.65, 531723.85 165115.65, 531719.7 165114.05, 531714.9 165112.2, 531714.5 165112.05, 531716.4 165107.15))",FALSE,6.58,0.227298261238337,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531720.1389440810,165111.38285784000,3.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130016,2,"POLYGON ((531757.15 165148.5, 531753.95 165147.2, 531753.3 165148.1, 531751.85 165147.55, 531752.1 165146.55, 531751.5 165146.3, 531754.3 165138.85, 531755.25 165139.2, 531755.6 165138.3, 531760.4 165140.1, 531757.15 165148.5))",FALSE,6.12,0.113884799666689,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531755.8475863360,165143.41177515000,2.0,dom,E,D,Mains Gas,Boiler,Radiators,Electricity,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401131130017,2,"POLYGON ((531801.65 165243.1, 531800.7 165247.15, 531793.4 165245.35, 531793.8 165243.75, 531789.7 165242.8, 531790.3 165240.3, 531801.65 165243.1))",FALSE,6.3,0.170050887427082,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531796.1318881030,165243.66943524100,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Cavity,No,Double (post 2002),dom0
52401131130018,2,"POLYGON ((531877.9 164941.2, 531877.45 164950.1, 531868.5 164949.6, 531868.8 164943.7, 531867.9 164943.6, 531868.05 164940.65, 531871.55 164940.8, 531871.6 164940.25, 531874.25 164940.4, 531874.2 164941.05, 531877.9 164941.2))",FALSE,5.01,0.1172427466090230,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531873.036729028,164945.20763988000,2.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130019,2,"POLYGON ((531750.6 165283.65, 531749.8 165286.1, 531752.1 165286.85, 531751.45 165288.95, 531750.15 165288.55, 531742.3 165286.1, 531743.75 165281.55, 531744.65 165281.85, 531750.6 165283.65))",FALSE,6.67,0.137199702886247,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531747.0128473980,165285.24792929900,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401131130020,2,"POLYGON ((531761.3 165229.1, 531762.25 165225.2, 531769.8 165227.1, 531769.5 165228.3, 531776.15 165229.95, 531775.5 165232.6, 531774.3 165232.3, 531761.3 165229.1))",FALSE,5.49,0.1510194495956960,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531768.1569767440,165228.97567515500,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130021,2,"POLYGON ((531726.1 165094.85, 531727.5 165091.1, 531730.4 165092.3, 531730.95 165090.8, 531735.7 165092.55, 531734.1 165096.8, 531731.5 165095.85, 531731.15 165096.7, 531726.1 165094.85))",FALSE,7.37,0.1150231565323170,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531730.9912138440,165093.8324967950,3.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Below (premises),Internal Floor,Cavity,No,Double,dom0
52401131130022,2,"POLYGON ((531806.4 165224.7, 531805.35 165228.95, 531797.75 165227.05, 531798.1 165225.6, 531794.25 165224.65, 531794.9 165221.9, 531806.4 165224.7))",FALSE,5.91,0.1608735178952440,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531800.6943242300,165225.35619149900,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130023,2,"POLYGON ((531771.1 165313.25, 531784.6 165316.55, 531783.55 165321.1, 531775.65 165319.25, 531776 165317.75, 531770.35 165316.45, 531771.1 165313.25))",FALSE,6.91,0.1337431679327240,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531777.9458586440,165317.09916156800,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130024,3,"POLYGON ((531767.3 165339.15, 531761.85 165353.6, 531757.45 165351.95, 531760.45 165344.05, 531762.05 165344.65, 531764.1 165339.1, 531765.85 165339.7, 531766.25 165338.75, 531767.3 165339.15))",FALSE,8.47,0.108469952734638,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531762.268918746,165346.67846840100,1.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Below (premises),Internal Floor,Solid Brick,No,Double (post 2002),dom2
52401131130025,2,"POLYGON ((531752.15 165262.8, 531762.15 165265.85, 531761.6 165267.8, 531758.5 165266.9, 531757.85 165269.2, 531757.3 165269, 531750.95 165267.1, 531752.15 165262.8))",FALSE,6.18,0.1643657860489470,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531755.9102326430,165266.05592427500,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130026,2,"POLYGON ((531770.25 165287.5, 531772.15 165282.65, 531767.6 165281, 531764.75 165288.35, 531769.15 165290.5, 531773.4 165292.55, 531774.2 165289.45, 531770.25 165287.5))",FALSE,5.91,0.0756133741464563,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531769.3124790860,165286.80776476400,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,Limited,Pitched,Yes,Solid Brick,Yes,Double (pre 2002),dom0
52401131130027,2,"POLYGON ((531780.8 165298.85, 531781.25 165296.95, 531779.9 165296.65, 531780.25 165295.25, 531781.6 165295.55, 531782.1 165293.4, 531789.6 165295.1, 531788.3 165300.65, 531780.8 165298.85))",FALSE,6.63,0.114993964996982,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531785.0162014910,165296.96511913300,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130028,2,"POLYGON ((531774.45 165208.1, 531774 165209.85, 531777.7 165210.8, 531777.15 165213, 531776.9 165212.95, 531766.2 165210.15, 531767.2 165206.25, 531774.45 165208.1))",FALSE,5.8,0.101847284177381,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531771.4985867560,165209.64865461300,1.0,dom,E,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401131130029,2,"POLYGON ((531799.8 165251.05, 531798.9 165255.1, 531791.5 165253.25, 531791.85 165251.65, 531788.65 165250.9, 531789 165249.4, 531788.05 165249.2, 531788.3 165248.2, 531799.8 165251.05))",FALSE,6.47,0.216372063415805,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531794.4474987750,165251.64887217700,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,No,Solid Brick,No,Double,dom0
52401131130030,2,"POLYGON ((531734.35 165139.6, 531736.2 165134.55, 531738.15 165135.3, 531739.05 165132.8, 531739.95 165133.15, 531740.25 165132.35, 531745.25 165134.2, 531741.9 165142.6, 531738.95 165141.45, 531738.25 165142.25, 531736.85 165141.65, 531736.9 165140.6, 531734.35 165139.6))",FALSE,5.69,0.133352521750506,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531739.9042287450,165137.47492020700,2.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401131130031,2,"POLYGON ((531742.45 165345.8, 531737.5 165343.35, 531740.75 165336.8, 531742.4 165337.6, 531745.2 165331.95, 531747.25 165332.95, 531748.1 165331.25, 531749.3 165331.85, 531742.45 165345.8))",FALSE,8.77,0.0787498430042702,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531743.1961904490,165338.95410560700,1.0,dom,C,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Below (premises),Internal Floor,Solid Brick,No,Double (post 2002),dom3
52401131130032,2,"POLYGON ((531729.2 165086.7, 531731.75 165080.1, 531739.95 165083.25, 531738.45 165087.15, 531737.9 165086.9, 531737.35 165088.3, 531732.55 165086.5, 531732.2 165087.8, 531729.2 165086.7))",FALSE,7.1,0.1593583468020650,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531734.457261544,165084.44473638900,3.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,No,Double,dom0
52401131130033,2,"POLYGON ((531871.3 165019.05, 531870.8 165025.2, 531871.6 165025.25, 531871.45 165027.65, 531866.25 165027.25, 531866.4 165024.8, 531861.45 165024.45, 531861.9 165018.45, 531871.3 165019.05))",FALSE,5.36,0.1222625477718780,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531866.8413966730,165022.58430746400,2.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130034,2,"POLYGON ((531757.7 165243.85, 531758.65 165240.05, 531766.7 165242.1, 531766.35 165243.45, 531771.1 165244.65, 531770.5 165247.1, 531757.7 165243.85))",FALSE,5.68,0.1337211795160800,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531763.9115689880,165243.6062361750,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130035,2,"POLYGON ((531734.1 165096.8, 531732.45 165101.05, 531733 165101.35, 531731.6 165104.95, 531723.4 165101.8, 531726.1 165094.85, 531731.15 165096.7, 531731.5 165095.85, 531734.1 165096.8))",FALSE,6.61,0.1584706126817340,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531728.8639787180,165099.76618765100,3.0,dom,E,C,Mains Gas,Unknown,RmHeaters,Electricity,Mains Gas,MultiPoint,Suspended,No,Below (premises),Internal Floor,Cavity,No,Double (pre 2002),dom3
52401131130036,2,"POLYGON ((531734.9 165306.6, 531743.45 165308.6, 531743.05 165310.3, 531747.25 165311.3, 531746.65 165313.8, 531733.9 165310.85, 531734.9 165306.6))",FALSE,8.11,0.155538160469667,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531740.0660790670,165310.24633772900,1.0,dom,D,C,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (post 2002),dom3
52401131130037,2,"POLYGON ((531757.2 165276.65, 531760.8 165277.7, 531761.4 165275.65, 531759.6 165275.1, 531748.9 165272.05, 531747.55 165276.55, 531754.6 165278.55, 531756.4 165279.4, 531757.2 165276.65))",FALSE,4.72,0.1310778245408030,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531753.7312646500,165275.67971052900,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130038,2,"POLYGON ((531763.05 165250.8, 531762.9 165251.35, 531764.95 165251.95, 531764.45 165253.7, 531765.6 165254, 531764.9 165256.35, 531754.9 165253.2, 531756.2 165248.8, 531763.05 165250.8))",FALSE,5.31,0.115068335380835,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531760.216362966,165252.55481082100,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130039,2,"POLYGON ((531748.9 165302.15, 531736.2 165299.2, 531737.15 165295.05, 531745.7 165297.05, 531745.4 165298.55, 531749.55 165299.55, 531748.9 165302.15))",FALSE,7.61,0.0882816934036022,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531742.4135368480,165298.6483912190,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401131130040,2,"POLYGON ((531790.3 165240.3, 531790.55 165239.1, 531791.5 165239.3, 531791.85 165237.75, 531795 165238.5, 531795.35 165237.1, 531802.65 165238.85, 531801.65 165243.1, 531790.3 165240.3))",FALSE,7.23,0.127191011235955,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531797.1355559420,165239.95829658,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double (pre 2002),dom3
52401131130041,2,"POLYGON ((531766.2 165210.15, 531776.9 165212.95, 531777.15 165213, 531776.55 165215.4, 531772.95 165214.5, 531772.6 165215.85, 531765.2 165213.95, 531766.2 165210.15))",FALSE,5.78,0.115783829152289,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531770.7196374820,165213.18112577100,1.0,dom,D,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,No,Solid Brick,No,Double,dom0
52401131130042,2,"POLYGON ((531770.05 165226.1, 531762.55 165224.2, 531763.6 165220.2, 531777.7 165223.9, 531777.2 165226, 531770.5 165224.3, 531770.05 165226.1))",FALSE,5.59,0.1710273534987760,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531769.1543289460,165223.46020579200,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130043,4,"POLYGON ((531761.95 165014.65, 531761.85 165013.25, 531761.7 165012.15, 531760.95 165005.35, 531765.65 165004.85, 531765 165000, 531764.75 164997.15, 531748.75 164998.73, 531748.05 164998.8, 531746.75 164998.95, 531746.85 165000, 531747.15 165003.05, 531747.2 165003.7, 531747.9 165011.2, 531749 165011.1, 531749.3 165013.4, 531748.15 165013.55, 531750 165030.75, 531751.9 165030.65, 531768.1 165029.05, 531767.35 165021.6, 531762.75 165022.1, 531761.95 165014.65))",FALSE,9.79,0.0806349487088786,,1945-1980,Dwell,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,531756.3847627680,165014.09601954900,3.0,dom,C,C,Electricity,StorageHeaters,Unknown,Electricity,Electricity,ImmersionHeater,Above (premises),Internal Floor,Below (premises),Internal Floor,Cavity,Yes,Double,dom2
52401131130044,1,"POLYGON ((531772.75 165357.15, 531767.75 165355.35, 531771 165346.5, 531776.3 165348.4, 531772.75 165357.15))",FALSE,2.7,0.248516770186335,,POST-1980,Dwell,,,,,,,,,,,,,,,,,,,,531771.9666925010,165351.80777627100,4.0,dom,B,B,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),Unknown (uvalue),High Performance,dom0
52401131130045,2,"POLYGON ((531795.7 165268.15, 531784 165265.35, 531784.55 165263, 531788.15 165263.85, 531788.55 165262.2, 531796.7 165264.1, 531795.7 165268.15))",FALSE,6.59,0.1662986593949230,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531790.897779084,165265.04974765600,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130046,2,"POLYGON ((531784 165265.35, 531795.7 165268.15, 531794.7 165272.45, 531786.55 165270.5, 531787 165268.6, 531783.45 165267.75, 531784 165265.35))",FALSE,6.38,0.2047857336094850,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531790.0266547020,165268.8657207990,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130047,2,"POLYGON ((531758.95 165271.8, 531759.4 165270.15, 531757.15 165269.55, 531757.3 165269, 531750.95 165267.1, 531750.35 165266.9, 531748.9 165272.05, 531759.6 165275.1, 531759.95 165273.9, 531760.75 165274.15, 531761.25 165272.5, 531758.95 165271.8))",FALSE,5.34,0.142733193141378,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531754.7063734450,165271.13305719200,1.0,dom,D,C,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom0
52401131130048,2,"POLYGON ((531743.8 165305.5, 531735.65 165303.55, 531735.2 165303.45, 531736.2 165299.2, 531748.9 165302.15, 531748.3 165304.8, 531744.2 165303.85, 531743.8 165305.5))",FALSE,7.39,0.116638811513463,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531741.5018348050,165302.48931707900,1.0,dom,G,B,Mains Gas,Unknown,RmHeaters,Mains Gas,Mains Gas,MultiPoint,Suspended,No,Pitched,Yes,Solid Brick,No,Single,dom0
52401131130049,2,"POLYGON ((531792 165283.55, 531790.9 165288.05, 531779.1 165285.25, 531779.8 165282.2, 531783.4 165283.05, 531783.75 165281.6, 531792 165283.55))",FALSE,7.28,0.122558505850585,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531785.9467469860,165284.6698170230,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130050,2,"POLYGON ((531757.15 165148.5, 531760.4 165140.1, 531765.35 165141.9, 531764.95 165142.95, 531765.8 165143.25, 531763 165150.8, 531761.95 165150.45, 531761.2 165151.25, 531759.95 165150.75, 531760 165149.7, 531757.15 165148.5))",FALSE,5.46,0.1273869732180130,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531761.5862428860,165145.64298731500,2.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130051,2,"POLYGON ((531781.5 165275.4, 531793.3 165278.35, 531792.35 165282.3, 531784.15 165280.35, 531784.55 165278.6, 531780.95 165277.7, 531781.5 165275.4))",FALSE,6.28,0.1581206520369990,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531787.5603485930,165278.8516371140,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130052,3,"POLYGON ((531747.9 165348.45, 531747.2 165348.15, 531742.45 165345.8, 531749.3 165331.85, 531750.7 165332.55, 531749.9 165334.2, 531751.55 165335.05, 531748.75 165340.7, 531750.5 165341.5, 531747.9 165348.45))",FALSE,8.07,0.0787663177701987,,PRE-1914,Dwell,Dwell,Dwell,,,,,,,,,,,,,,,,,,531747.3880439340,165341.17189200500,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130053,2,"POLYGON ((531733.9 165310.85, 531746.65 165313.8, 531746.05 165316.35, 531741.8 165315.35, 531741.4 165317.15, 531735.5 165315.75, 531732.9 165315.15, 531733.9 165310.85))",FALSE,7.26,0.188436989434702,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531739.1517433090,165314.12418044100,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130054,2,"POLYGON ((531762.5 165258.15, 531764.25 165258.65, 531764.9 165256.35, 531754.9 165253.2, 531753.5 165258.1, 531760.3 165260.1, 531761.9 165260.55, 531762.5 165258.15))",FALSE,6.2,0.0836424847115764,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531758.8227908190,165256.9411580600,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130055,2,"POLYGON ((531808.4 165216.55, 531798.15 165214.05, 531796.65 165213.7, 531797.2 165211.35, 531801.35 165212.35, 531801.7 165210.8, 531809.3 165212.7, 531808.4 165216.55))",FALSE,6.25,0.1667411981990620,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531803.5443539940,165213.5202621880,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130056,2,"POLYGON ((531791.5 165253.25, 531798.9 165255.1, 531797.9 165259.15, 531787.3 165256.6, 531786.5 165256.4, 531786.8 165255.15, 531787.6 165255.35, 531787.95 165254, 531791.1 165254.75, 531791.5 165253.25))",FALSE,7.13,0.1382478983608120,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531793.3440938700,165256.09262702100,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130057,1,"POLYGON ((531849.3 164937.8, 531849.5 164933, 531853.9 164933.2, 531853.7 164938, 531849.3 164937.8))",FALSE,3.05,0.1400109981032590,,PRE-1914,Dwell,,,,,,,,,,,,,,,,,,,,531851.6,164935.50000000000,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130058,2,"POLYGON ((531787 165306.25, 531785.85 165311.1, 531778.35 165309.35, 531778.8 165307.4, 531775.4 165306.6, 531776.1 165303.65, 531778 165304.05, 531787 165306.25))",FALSE,7.2,0.134270946220339,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531781.5384550240,165307.2862744600,1.0,dom,E,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom3
52401131130059,2,"POLYGON ((531770.5 165247.1, 531770.95 165247.25, 531770.2 165250.1, 531764.85 165248.75, 531764.6 165249.75, 531756.7 165247.75, 531757.7 165243.85, 531770.5 165247.1))",FALSE,5.1,0.131520510593956,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531763.4068223920,165247.1953206280,1.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double,dom0
52401131130060,2,"POLYGON ((531778 165304.05, 531778.3 165302.8, 531779.8 165303.15, 531780.8 165298.85, 531788.3 165300.65, 531787 165306.25, 531778 165304.05))",FALSE,7.06,0.1307170726611440,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531783.688504255,165302.58891172700,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130061,2,"POLYGON ((531775.15 165206.95, 531767.5 165205, 531768.5 165201.2, 531778.75 165204.05, 531778.25 165205.95, 531775.55 165205.25, 531775.15 165206.95))",FALSE,5.4,0.09408796692607,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531772.6032343000,165204.18827915600,1.0,dom,E,D,Mains Gas,Boiler,Radiators,Mains Gas,Mains Gas,Boiler,Suspended,No,Pitched,Yes,Solid Brick,No,Double (post 2002),dom3
52401131130062,2,"POLYGON ((531723.05 165135, 531726.9 165125.2, 531731.7 165127.1, 531731.15 165128.45, 531727.7 165136.9, 531723.05 165135))",FALSE,6.86,0.144900985221674,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531727.3487941910,165131.028489949,3.0,dom,D,C,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Room in Roof,Limited,Cavity,Yes,Double (post 2002),dom3
52401131130063,2,"POLYGON ((531874.74 164974.57, 531875.2 164967.55, 531870.05 164967.2, 531870.15 164966.05, 531869.05 164966, 531869 164967.15, 531865.85 164966.9, 531865.75 164968.85, 531865.2 164968.85, 531865.1 164970.2, 531865.95 164970.25, 531865.72 164974, 531872.15 164974.4, 531874.74 164974.57))",FALSE,4.5,0.136688567149276,,1918-1939,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531870.3093690340,164970.6380908100,2.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,Boiler,Solid,No,Pitched,Yes,Solid Brick,No,Double (pre 2002),dom0
52401131130064,2,"POLYGON ((531779.25 165190.5, 531780.25 165190.85, 531781.1 165187.45, 531772.5 165186.15, 531771.95 165188.6, 531771 165192.35, 531782.25 165195.25, 531782.7 165195.45, 531783.3 165193.1, 531778.9 165191.95, 531779.25 165190.5))",FALSE,4.03,0.1412505212469880,,PRE-1914,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531776.6638393280,165190.56282733800,1.0,dom,missing,missing,,,,missing,missing,missing,missing,,missing,,missing,missing,missing,dom1
52401131130065,2,"POLYGON ((531729.2 165086.7, 531732.2 165087.8, 531732.55 165086.5, 531737.35 165088.3, 531735.7 165092.55, 531730.95 165090.8, 531730.4 165092.3, 531727.5 165091.1, 531729.2 165086.7))",FALSE,7.45,0.1271390808051080,,1945-1980,Dwell,Dwell,,,,,,,,,,,,,,,,,,,531732.4498181620,165089.51427210000,3.0,dom,D,D,Mains Gas,Boiler,Radiators,None,Mains Gas,MultiPoint,Above (premises),Internal Floor,Pitched,No,Cavity,No,Double,dom0
